Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,bg
Scleroptila afra,Grey-winged Francolin,gywfra1,609008514,FALSE,Сивокрил франколин
Scleroptila finschi,Finsch's Francolin,finfra2,625744317,FALSE,Конгоански франколин
Scleroptila psilolaema,Moorland Francolin,moofra2,31365811,FALSE,Мочурен франколин
Scleroptila elgonensis,Elgon Francolin,moofra3,274754931,FALSE,Кенийски франколин
Scleroptila shelleyi,Shelley's Francolin,shefra1,559895751,FALSE,Пъстрокорем / Замбийски франколин
Scleroptila whytei,Whyte's Francolin,shefra3,277097,FALSE,Замбийски франколин
Scleroptila gutturalis,Orange River Francolin,orrfra2,510309801,FALSE,Ръждив франколин
Bambusicola fytchii,Mountain Bamboo-partridge,mobpar1,53420721,FALSE,Планинска бамукова яребица
Bambusicola thoracicus,Chinese Bamboo-partridge,chbpar3,48693961,FALSE,Китайска / Тайванска бамбукова яребица
Bambusicola sonorivox,Taiwan Bamboo-partridge,taibap1,203928081,FALSE,Тайванска яребица
Gallus gallus,Red Junglefowl,redjun,203917071,TRUE,Банкивска кокошка
Gallus sonneratii,Grey Junglefowl,grejun2,219526241,FALSE,Сива кокошка
Gallus lafayetii,Sri Lanka Junglefowl,ceyjun1,223436,FALSE,Цейлонска кокошка
Gallus varius,Green Junglefowl,grejun1,199794101,FALSE,Зелена кокошка
Tetraophasis obscurus,Chestnut-throated Partridge,verpar1,335063,FALSE,Червеногуш монал
Tetraophasis szechenyii,Buff-throated Partridge,szepar1,356505841,FALSE,Оранжевогуш монал
Lophophorus impejanus,Himalayan Monal,himmon1,182618261,TRUE,Хималайски монал
Lophophorus sclateri,Sclater's Monal,sclmon1,485571991,FALSE,Бронзововрат монал
Lophophorus lhuysii,Chinese Monal,chimon1,30554891,FALSE,Китайски монал
Tragopan melanocephalus,Western Tragopan,westra1,618952577,FALSE,Черноглав трагопан
Tragopan satyra,Satyr Tragopan,sattra1,633595716,TRUE,Непалски трагопан
Tragopan blythii,Blyth's Tragopan,blytra1,650866542,FALSE,Червеноврат трагопан
Tragopan temminckii,Crimson-Bellied Tragopan,temtra1,483733661,TRUE,Китайски трагопан
Tragopan caboti,Cabot's Tragopan,cabtra1,203899881,FALSE,Белокорем трагопан
Ithaginis cruentus,Blood Pheasant,blophe1,30554841,TRUE,Кървав фазан
Pucrasia macrolopha,Koklass Pheasant,kokphe1,252246071,FALSE,Коклас фазан
Syrmaticus ellioti,Elliot's Pheasant,ellphe1,,FALSE,Фазан на Елиът
Syrmaticus humiae,Mrs Hume's Pheasant,humphe1,145644081,FALSE,Фазан на Юм
Syrmaticus mikado,Mikado Pheasant,mikphe1,317328501,FALSE,Фазан Микадо
Syrmaticus soemmeringi,Copper Pheasant,copphe1,613262308,FALSE,Меден фазан
Syrmaticus reevesii,Reeves's Pheasant,reephe1,635867832,FALSE,Царски фазан
Chrysolophus pictus,Golden Pheasant,golphe,310815,TRUE,Златен фазан
Chrysolophus amherstiae,Lady Amherst's Pheasant,laaphe1,436928311,TRUE,Диамантен фазан
Phasianus colchicus,Common Pheasant,rinphe1,140678461,TRUE,Колхидски / Зелен фазан
P. c. torquatus,Ring-necked Pheasant,rinphe1,140678461,FALSE,
Phasianus versicolor,Green Pheasant,rinphe2,203903461,TRUE,Зелен фазан
Crossoptilon crossoptilon,White Eared-pheasant,whieap1,30552051,FALSE,Тибетски / Бял ушат фазан
Crossoptilon harmani,Tibetan Eared-pheasant,whieap2,325777831,FALSE,Тибетски ушат фазан
Crossoptilon mantchuricum,Brown Eared-pheasant,brephe1,162445651,FALSE,Сивокафяв ушат фазан
Crossoptilon auritum,Blue Eared-pheasant,blephe1,627003171,FALSE,Син ушат фазан
Catreus wallichii,Cheer Pheasant,chephe1,517406951,FALSE,Фазан присмехулник
Lophura leucomelanos,Kalij Pheasant,kalphe,5291,FALSE,Непалски фазан
Lophura nycthemera,Silver Pheasant,silphe,248929651,FALSE,Сребрист фазан
Lophura edwardsi,Edwards's Pheasant,edwphe1,,FALSE,Едуардов фазан
Lophura swinhoii,Swinhoe's Pheasant,swiphe1,258420041,FALSE,Седлат фазан
Lophura inornata,Salvadori's Pheasant,salphe1,341125091,FALSE,Салвадоров фазан
Lophura erythrophthalma,Crestless Fireback,crefir5,280924,FALSE,Малайски фазан
Lophura pyronota,Bornean Crestless Fireback,crefir6,164233,FALSE,Борнейски фазан
Lophura ignita,Bornean Crested Fireback,crefir4,609068760,FALSE,Борнейски качулат фазан
Lophura rufa,Malay Crested Fireback,crefir3,327540031,FALSE,Малайски качулат фазан
Lophura diardi,Siamese Fireback,siafir1,249186261,FALSE,Сиамски фазан
Lophura bulweri,Bulwer's Pheasant,bulphe1,608936216,FALSE,Булверов фазан
Perdix perdix,Grey Partridge,grypar,304858,FALSE,Полска яребица
Perdix dauurica,Daurian Partridge,daupar1,647760276,FALSE,Брадата яребица
Perdix hodgsoniae,Tibetan Partridge,tibpar1,204009351,FALSE,Тибетска яребица
Meleagris gallopavo,Wild Turkey,wiltur,73964601,TRUE,Дива пуйка
Meleagris ocellata,Ocellated Turkey,ocetur1,58635171,TRUE,Юкатанска пуйка
Bonasa umbellus,Ruffed Grouse,rufgro,446222541,FALSE,Канадска лещарка
Bonasa bonasia,Hazel Grouse,hazgro1,59175311,FALSE,Лещарка
Bonasa sewerzowi,Chinese Grouse,sevgro1,285208,FALSE,Китайска лещарка
Lagopus lagopus,Willow Grouse,wilpta,207352,FALSE,Снежна яребица
L. l. scotica,Red Grouse,wilpta1,456744871,FALSE,
Lagopus muta,Rock Ptarmigan,rocpta1,203903791,TRUE,Тундрова яребица
Lagupus leucura,White-tailed Ptarmigan,whtpta1,2503,FALSE,
Dendragapus obscurus,Dusky Grouse,dusgro,157903381,FALSE,Американски сив / Американски кафяв тетрев
Dendragapus fuliginosus,Sooty Grouse,soogro1,465416891,FALSE,Американски кафяв тетрев
Falcipennis falcipennis,Siberian Grouse,sibgro2,,FALSE,Сибирски тетрев
Falcipennis canadensis,Spruce Grouse,sprgro,165528121,FALSE,Канадски тетрев
Falcipennis franklinii,Franklin's Grouse,,,FALSE,Канадски тетрев (ssp. franklinii/isleibi)
Tetrao urogallus,Western Capercaillie,wescap1,274032621,TRUE,Глухар
Tetrao parvirostris,Black-billed Capercaillie,blbcap1,608578345,FALSE,Сибирски глухар
Lyurus tetrix,Black Grouse,blagro1,2521,FALSE,Тетрев
Lyurus mlokosiewiczi,Caucasian Grouse,caugro1,,FALSE,Кавказки тетрев
Centrocercus urophasianus,Sage Grouse,saggro,50119,FALSE,Голям / Малък пелинов тетрев
Centrocercus minimus,Gunnison Grouse,gusgro,253848531,FALSE,Малък пелинов тетрев
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,50135,TRUE,Остроопашат тетрев
Tympanuchus cupido,Greater Prairie-chicken,grpchi,191128,TRUE,Голям прериен / Малък прериен тетрев
Tympanuchus pallidicinctus,Lesser Prairie-chicken,lepchi,141139,TRUE,Малък прериен тетрев
ANSERIFORMES,,,,FALSE,
ANHIMIDAE,Screamers,,,FALSE,
Anhima cornuta,Horned Screamer,horscr1,32242391,FALSE,Рогата паламедея
Chauna chavaria,Northern Screamer,norscr1,534762281,FALSE,Северна качулата паламедея
Chauna torquata,Southern Screamer,souscr1,212906,TRUE,Южна качулата паламедея
ANSERANATIDAE,Magpie Goose,maggoo1,612141819,FALSE,
Anseranas semipalmata,Magpie Goose,maggoo1,612141819,FALSE,Полуципеста гъска
ANATIDAE,Ducks Geese Swans,,,FALSE,Anatinae sp.
Dendrocygna viduata,White-faced Whistling-duck,wfwduc1,218228,FALSE,Белоглава свирсща патица
Dendrocygna autumnalis,Black-bellied Whistling-duck,bbwduc,74011581,TRUE,Чернокорема дървесна патица
Dendrocygna guttata,Spotted Whistling-duck,spwduc1,611494502,FALSE,Петниста дървесна патица
Dendrocygna arborea,West Indian Whistling-duck,wiwduc1,140657151,FALSE,Карибска дървесна патица
Dendrocygna bicolor,Fulvous Whistling-duck,fuwduc,641164476,FALSE,Двуцветна дървесна патица
Dendrocygna eytoni,Plumed Whistling-duck,plwduc1,132566831,FALSE,Австралийска дървесна патица
Dendrocygna arcuata,Wandering Whistling-duck,wawduc1,132566781,FALSE,Дъгова дървесна патица
Dendrocygna javanica,Lesser Whistling-duck,lewduc1,255446121,FALSE,Индийска свирсща патица
Thalassornis leuconotos,White-backed Duck,whbduc1,584433141,FALSE,Белогърба патица
Heteronetta atricapilla,Black-headed Duck,blhduc1,203988231,FALSE,Черноглава потапница
Nomonyx dominicus,Masked Duck,masduc,610485753,FALSE,Доминиканска потапница
Oxyura jamaicensis,Ruddy Duck,rudduc,106721,TRUE,Американска тръноопашата потапница
Oxyura ferruginea,Andean Duck,andduc1,577960601,FALSE,Андска тръноопашата потапница
Oxyura vittata,Lake Duck,lakduc1,203988321,FALSE,Аржентинска тръноопашата потапница
Oxyura australis,Blue-billed Duck,blbduc1,300779311,FALSE,Австралийска тръноопашата потапница
Oxyura maccoa,Maccoa Duck,macduc1,640718508,FALSE,Капска тръноопашата потапница
Oxyura leucocephala,White-headed Duck,whhduc1,534766531,TRUE,Тръноопашата потапница
Biziura lobata,Musk Duck,musduc1,203953171,TRUE,Менгушеста потапница
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,464936601,TRUE,Зеброва патица
Stictonetta naevosa,Freckled Duck,freduc1,184685051,FALSE,Пъстра патица
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,100811911,FALSE,Австралийска гъска
Coscoroba coscoroba,Coscoroba Swan,cosswa1,203692881,FALSE,Гъши лебед
Cygnus melanocoryphus,Black-necked Swan,blnswa2,437219201,FALSE,Черноврат лебед
Cygnus atratus,Black Swan,blkswa,265310771,TRUE,Черен лебед
Cygnus olor,Mute Swan,mutswa,304263951,TRUE,Ням лебед
Cygnus buccinator,Trumpeter Swan,truswa,527184,TRUE,Лебед тръбач
Cygnus cygnus,Whooper Swan,whoswa,203932741,TRUE,Поен лебед
Cygnus columbianus,Tundra Swan,tunswa,406700341,TRUE,Тундров лебед
C. c. bewickii,Bewick's Swan,,,FALSE,
C. c. columbianus,Tundra Swan,tunswa,406700341,TRUE,
Branta bernicla,Brant,brant,65344051,TRUE,Черна гъска
B. b. hrota,Pale-bellied Brent Goose,,,FALSE,
B. b. nigricans,Black bellied Brent Goose,,,FALSE,
Branta leucopsis,Barnacle Goose,bargoo,235525,FALSE,Белобуза гъска
Branta ruficollis,Red-breasted Goose,rebgoo1,203969961,FALSE,Червеногуша гъска
Branta hutchinsii,Cackling Goose,cacgoo1,137826,FALSE,Малка канадска / Канадска гъска
Branta canadensis,Canada Goose,cangoo,53519641,TRUE,Малка канадска / Канадска гъска
Branta sandvicensis,Hawaiian Goose,hawgoo,129212,FALSE,Хавайска гъска
Anser canagicus,Emperor Goose,empgoo,32797351,FALSE,Белоглава гъска
Anser caerulescens,Snow Goose,snogoo,387012351,FALSE,Снежна гъска
Anser rossii,Ross's Goose,rosgoo,113756861,FALSE,Гъска на Рос
Anser indicus,Bar-headed Goose,bahgoo,651601089,FALSE,Тибетска гъска
Anser anser,Greylag Goose,gragoo,215162391,TRUE,Сива гъска
Anser cygnoid,Swan Goose,swagoo1,203914111,FALSE,Лебедоподобна гъска
Anser fabalis,Bean Goose,taibeg1,650553197,FALSE,Тайгова посевна гъска
A. f. middendorffii,Middendorff’s Bean-Goose,,,FALSE,
A. f. serrirostris,Tundra Bean Goose,,,FALSE,
Anser brachyrhynchus,Pink-footed Goose,pifgoo,57969501,FALSE,Късоклюна гъска
Anser albifrons,Greater White-fronted Goose,gwfgoo,31730051,FALSE,Голяма белочела гъска
A. a. flavirostris,Grenland White-fronted Goose,,,FALSE,Голяма белочела гъска (ssp. flavirostris)
Anser erythropus,Lesser White-fronted Goose,lwfgoo,170171551,FALSE,Малка белочела гъска
Clangula hyemalis,Long-tailed Duck,lotduc,32797411,FALSE,Ледена потапница
Somateria fischeri,Spectacled Eider,speeid,31729111,FALSE,Очилата гага
Somateria spectabilis,King Eider,kineid,59448,TRUE,Гребенчата гага
Somateria mollissima,Common Eider,comeid,279182411,TRUE,Обикновена гага
Polysticta stelleri,Steller's Eider,steeid,31729061,FALSE,Стелерова гага
Melanitta perspicillata,Surf Scoter,sursco,642422718,FALSE,Черна потапница
Melanitta fusca,Velvet Scoter,whwsco3,323642761,FALSE,Кадифена / Американска кадифена / Сибирска кадифена потапница
Melanitta stejnegeri,Siberian Scoter,whwsco1,647992665,FALSE,Сибирска кадифена потапница
Melanitta deglandi,White-winged Scoter,whwsco2,191358,FALSE,Кадифена / Американска кадифена / Сибирска кадифена потапница
Melanitta nigra,Black Scoter,blksco1,446580781,FALSE,Траурна / Американска траурна потапница
Melanitta americana,American Scoter,blksco2,169277571,FALSE,Американска траурна потапница
Bucephala albeola,Bufflehead,buffle,138213,FALSE,Малка звънарка
Bucephala clangula,Common Goldeneye,comgol,304684,TRUE,Обикновена звънарка
Bucephala islandica,Barrow's Goldeneye,bargol,626998827,TRUE,Исландска звънарка
Mergellus albellus,Smew,smew,,TRUE,Малък нирец
Lophodytes cucullatus,Hooded Merganser,hoomer,582897021,TRUE,Американски нирец
Mergus merganser,Common Merganser,commer,208071711,TRUE,Голям нирец
Mergus squamatus,Scaly-sided Merganser,scsmer1,,FALSE,Амурски нирец
Mergus serrator,Red-breasted Merganser,rebmer,3786,TRUE,Среден нирец
†Mergus australis,Auckland Merganser,,,FALSE,
Mergus octosetaceus,Brazilian Merganser,bramer1,203917611,TRUE,Бразилски нирец
Histrionicus histrionicus,Harlequin Duck,harduc,3781,TRUE,Каменарка
†Camptorhynchus labradorius,Labrador Duck,labduc,,FALSE,
Neochen jubata,Orinoco Goose,origoo1,306736691,TRUE,Оринокска гъска
Chloephaga melanoptera,Andean Goose,andgoo1,189509,FALSE,Андска гъска
Chloephaga picta,Upland Goose,uplgoo1,42753311,FALSE,Патагонска гъска
Chloephaga hybrida,Kelp Goose,kelgoo1,203969741,FALSE,Крайбрежна гъска
Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,585131071,FALSE,Сивоглава гъска
Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,390715661,FALSE,Червеноглава гъска
Radjah radjah,Radjah Shelduck,radshe1,63185731,FALSE,Черногърба гъска
Alopochen aegyptiaca,Egyptian Goose,egygoo,446562581,FALSE,Египетска гъска
†Alopochen mauritiana,Mauritius Shelduck,maushe1,,FALSE,
†Alopochen kervazoi,Reunion Shelduck,reushe1,,FALSE,
Tadorna tadorna,Common Shelduck,comshe,352713301,FALSE,Бял ангъч
Tadorna ferruginea,Ruddy Shelduck,rudshe,305780351,TRUE,Червен ангъч
Tadorna cana,South African Shelduck,soashe1,278275,FALSE,Капски ангъч
Tadorna tadornoides,Australian Shelduck,ausshe1,345070411,TRUE,Австралийски ангъч
Tadorna variegata,Paradise Shelduck,parshe1,4130,TRUE,Новозеландски ангъч
Tadorna cristata,Crested Shelduck,creshe1,,FALSE,Качулат ангъч
Plectropterus gambensis,Spur-winged Goose,spwgoo1,206409541,FALSE,Шпореста гъска
Cairina moschata,Muscovy Duck,musduc,92475411,TRUE,Мускусна патица
