Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,ru
Apteryx australis,Southern Brown Kiwi,sobkiw1,85614831,FALSE,Бурый киви
Ortalis superciliaris,Buff-browed Chachalaca,bubcha1,349286621,FALSE,Светлобровая чачалака
Nothocrax urumutum,Nocturnal Curassow,noccur1,34378,FALSE,Красный гокко
Crax rubra,Great Curassow,grecur1,398165901,TRUE,Большой кракс
Crax alberti,Blue-billed Curassow,bubcur1,203963551,FALSE,Синеклювый кракс
Crax daubentoni,Yellow-knobbed Curassow,yekcur1,386558971,FALSE,Желтоклювый кракс
Crax alector,Black Curassow,blacur1,322191801,FALSE,Чёрный кракс
Crax fasciolata,Bare-faced Curassow,bafcur1,203894921,FALSE,Гололицый кракс
Crax pinima,Belem Curassow,,,FALSE,Гололицый кракс (pinima)
Crax globulosa,Wattled Curassow,watcur1,219106901,FALSE,Серёжчатый кракс
Crax blumenbachii,Red-billed Curassow,rebcur1,625223109,FALSE,Красноклювый кракс
Mitu tomentosum,Crestless Curassow,crecur2,317505041,FALSE,Малый гокко
Mitu mitu,Alagoas Curassow,alacur1,,FALSE,Миту
Mitu tuberosum,Razor-billed Curassow,rabcur2,559592971,FALSE,Гребнеклювый гокко
Mitu salvini,Salvin's Curassow,salcur1,629970995,FALSE,Сальвинов гокко
Pauxi unicornis,Horned Curassow,horcur3,534805601,FALSE,Рогатый гокко
Pauxi koepckeae,Sira Curassow,horcur2,32320171,FALSE,Перуанский гокко
Pauxi pauxi,Helmeted Curassow,helcur1,63667,FALSE,Шлемоносный гокко
Arborophila crudigularis,Taiwan Partridge,taipar1,39795,FALSE,Тайваньская лесная куропатка
Arborophila mandellii,Chestnut-breasted Partridge,chbpar2,239603,FALSE,Красногрудая лесная куропатка
Arborophila brunneopectus,Bar-backed Partridge,babpar1,113529,FALSE,Пестробокая лесная куропатка
Arborophila rufipectus,Sichuan Partridge,sicpar1,637394890,FALSE,Сычуаньская лесная куропатка
Arborophila gingica,Collared Partridge,whnpar2,48693791,FALSE,Китайская лесная куропатка
Arborophila davidi,Orange-necked Partridge,ornpar1,569348161,FALSE,Оранжевогорлая лесная куропатка
Arborophila cambodiana,Chestnut-headed Partridge,chhpar1,630487371,FALSE,Камбоджийская лесная куропатка
Arborophila campbelli,Malay Partridge,gybpar3,203886611,FALSE,Малайская лесная куропатка
Arborophila rolli,Tan-breasted Partridge,gybpar5,175504,FALSE,Батакская лесная куропатка
Arborophila sumatrana,Sumatran Partridge,gybpar6,491844231,FALSE,Суматранская лесная куропатка
Arborophila orientalis,White-faced Partridge,gybpar4,181897,FALSE,Светлолицая лесная куропатка
Arborophila javanica,Chestnut-bellied Partridge,chbpar1,647027343,FALSE,Яванская лесная куропатка
Arborophila rubrirostris,Red-billed Partridge,rebpar3,642820203,FALSE,Красноклювая лесная куропатка
Arborophila hyperythra,Bornean Partridge,rebpar5,203956931,FALSE,Борнейская лесная куропатка
Arborophila ardens,Hainan Partridge,haipar1,609066009,FALSE,Хайнаньская лесная куропатка
Arborophila chloropus,Green-legged Partridge,,,FALSE,Зеленоногая лесная куропатка
Arborophila tonkinensis,Tonkin Partridge,,,FALSE,Зеленоногая лесная куропатка (tonkinensis)
Arborophila charltonii,Chestnut-necklaced Partridge,chnpar1,621122731,FALSE,
