Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,es,es_ar,es_cr,es_ec,es_es,es_mx,es_pa,es_pe,es_ve
Setophaga pensylvanica,Chestnut-sided Warbler,chswar,98242481,FALSE,Reinita de Pensilvania,Reinita de Pensilvania,Reinita de Costillas Castañas,Reinita Flanquicastaña,Reinita de Pensilvania,Chipe Flancos Castaños,Reinita Flanquicastaña,Reinita de Pensilvania,Reinita Lados Castaños
Setophaga striata,Blackpoll Warbler,bkpwar,94362,TRUE,Reinita Estriada,Arañero Estriado,Reinita Rayada,Reinita Estriada,Reinita Estriada,Chipe Cabeza Negra,Reinita Estriada,Reinita Estriada,Reinita Rayada
Setophaga caerulescens,Black-throated Blue Warbler,btbwar,342066171,FALSE,Reinita Azulada,Reinita Azulada,Reinita Azul y Negro,Reinita Carinegra,Reinita Azulada,Chipe Azulnegro,Reinita Negriazul,Reinita Azulada,Reinita Azulinegra
Setophaga palmarum,Palm Warbler,palwar,229598,FALSE,Reinita Palmera,Reinita Palmera,Reinita Coronicastaña,Reinita Palmera,Reinita Palmera,Chipe Playero,Reinita del Palmar,Reinita Palmera,Reinita de Palmeras
Setophaga pityophila,Olive-capped Warbler,olcwar1,33096880,FALSE,Reinita Coroniverde,Reinita Coroniverde,Reinita Coroniverde,Reinita Coroniverde,Reinita Coroniverde,Reinita Coroniverde,Reinita Coroniverde,Reinita Coroniverde,Reinita Coroniverde
Setophaga pinus,Pine Warbler,pinwar,9871,FALSE,Reinita del Pinar,Reinita del Pinar,Reinita de Pinos,Reinita del Pinar,Reinita del Pinar,Chipe Pinero,Reinita del Pinar,Reinita del Pinar,Reinita del Pinar
Setophaga auduboni,Audubon's Warbler,,,FALSE,,,,,,,,,
Setophaga coronata,Yellow-Rumped Warbler,yerwar,85245,TRUE,Reinita coronada,Reinita coronada,Reinita Lomiamarilla,Reinita coronada,Reinita Coronada,Chipe Rabadilla Amarilla,Reinita Lomiamarilla,Reinita coronada,Reinita Coronada
Setophaga dominica,Yellow-throated Warbler,yetwar,191290,FALSE,Reinita Gorjiamarilla,Reinita Gorjiamarilla,Reinita Gorgiamarilla,Reinita Gorjiamarilla,Reinita gorjiamarilla,Chipe Garganta Amarilla,Reinita Gorguiamarilla,Reinita Gorjiamarilla,Reinita Garganta de Oro
Setophaga flavescens,Bahama Warbler,yetwar3,32872521,FALSE,Reinita de las Bahamas,Reinita de las Bahamas,Reinita de las Bahamas,Reinita de las Bahamas,Reinita de las Bahamas,Reinita de las Bahamas,Reinita de las Bahamas,Reinita de las Bahamas,Reinita de las Bahamas
Setophaga vitellina,Vitelline Warbler,vitwar1,598294261,FALSE,Reinita de las Caimán,Reinita de las Caimán,Reinita de las Caimán,Reinita de las Caimán,Reinita de las Caimán,Reinita de las Caimán,Reinita de las Caimán,Reinita de las Caimán,Reinita de las Caimán
Setophaga discolor,Prairie Warbler,prawar,164439851,FALSE,Reinita Galana,Reinita Galana,Reinita Galana,Reinita Galana,Reinita Galana,Chipe de Pradera,Reinita Galana,Reinita Galana,Reinita Lomirrufa
Setophaga adelaidae,Adelaide's Warbler,adewar1,69511,FALSE,Reinita Puertorriqueña,Reinita Puertorriqueña,Reinita Puertorriqueña,Reinita Puertorriqueña,Reinita puertorriqueña,Reinita Puertorriqueña,Reinita Puertorriqueña,Reinita Puertorriqueña,Reinita Puertorriqueña
Setophaga subita,Barbuda Warbler,barwar,619499497,FALSE,Reinita de Barbuda,Reinita de Barbuda,Reinita de Barbuda,Reinita de Barbuda,Reinita de Barbuda,Reinita de Barbuda,Reinita de Barbuda,Reinita de Barbuda,Reinita de Barbuda
Setophaga delicata,St Lucia Warbler,stlwar,51026,FALSE,Reinita de Santa Lucía,Reinita de Santa Lucía,Reinita de Santa Lucía,Reinita de Santa Lucía,Reinita de Santa Lucía,Reinita de Santa Lucía,Reinita de Santa Lucía,Reinita de Santa Lucía,Reinita de Santa Lucía
Setophaga graciae,Grace's Warbler,grawar,45087,FALSE,Reinita de Grace,Reinita de Grace,Reinita de Grace,Reinita de Grace,Reinita de Grace,Chipe Cejas Amarillas,Reinita de Grace,Reinita de Grace,Reinita de Grace
Setophaga nigrescens,Black-throated Grey Warbler,btywar,50127,FALSE,Reinita Gris,Reinita Gris,Reinita Gris,Reinita Gris,Reinita Gris,Chipe Negrogris,Reinita Gris,Reinita Gris,Reinita Gris
Setophaga townsendi,Townsend's Warbler,towwar,47707,FALSE,Reinita de Townsend,Reinita de Townsend,Reinita de Townsend,Reinita de Townsend,Reinita de Townsend,Chipe de Townsend,Reinita de Townsend,Reinita de Townsend,Reinita de Townsend
Setophaga occidentalis,Hermit Warbler,herwar,539751,FALSE,Reinita Cabecigualda,Reinita Cabecigualda,Reinita Cabecigualda,Reinita Cabecigualda,Reinita Cabecigualda,Chipe Cabeza Amarilla,Reinita Ermitaña,Reinita Cabecigualda,Reinita Cabecigualda
Setophaga chrysoparia,Golden-cheeked Warbler,gchwar,40561,FALSE,Reinita Caridorada,Reinita Caridorada,Reinita Caridorada,Reinita Caridorada,Reinita Caridorada,Chipe Cachetes Amarillos,Reinita Caridorada,Reinita Caridorada,Reinita Caridorada
Setophaga virens,Black-throated Green Warbler,btnwar,107395,FALSE,Reinita Dorsiverde,Reinita Dorsiverde,Reinita Cariamarilla,Reinita Cariamarilla,Reinita Dorsiverde,Chipe Dorso Verde,Reinita Negriverde,Reinita Dorsiverde,Reinita Gorginegra
Myiothlypis luteoviridis,Northern Citrine Warbler,citwar1,67188,FALSE,Reinita Citrina,Reinita Citrina,Reinita Citrina,Reinita Citrina,Reinita Citrina,Reinita Citrina,Reinita Citrina,Reinita Citrina,Chiví Cetrino
Myiothlypis striaticeps,Peruvian Citrine Warbler,,,FALSE,,,,,,,,,
Myiothlypis euophrys,Bolivian Citrine Warbler,,,FALSE,,,,,,,,,
Myiothlypis basilica,Santa Marta Warbler,samwar1,619505182,FALSE,Reinita de Santa Marta,Reinita de Santa Marta,Reinita de Santa Marta,Reinita de Santa Marta,Reinita de Santa Marta,Reinita de Santa Marta,Reinita de Santa Marta,Reinita de Santa Marta,Reinita de Santa Marta
Myiothlypis leucophrys,White-striped Warbler,whswar2,34098,FALSE,Reinita Cejiblanca,Reinita Cejiblanca,Reinita Cejiblanca,Reinita Cejiblanca,Reinita Cejiblanca,Reinita Cejiblanca,Reinita Cejiblanca,Reinita Cejiblanca,Reinita Cejiblanca
Myiothlypis flaveola,Flavescent Warbler,flawar1,9109,FALSE,Reinita Amarillenta,Arañero Pico Pálido,Reinita Amarillenta,Reinita Amarillenta,Reinita Amarillenta,Reinita Amarillenta,Reinita Amarillenta,Reinita Amarillenta,Chiví Amarillento
Myiothlypis leucoblephara,White-rimmed Warbler,whbwar2,203700981,FALSE,Reinita Silbona,Arañero Silbón,Reinita Silbona,Reinita Silbona,Reinita Silbona,Reinita Silbona,Reinita Silbona,Reinita Silbona,Reinita Silbona
Myiothlypis signata,Pale-legged Warbler,palwar1,212288,FALSE,Reinita Paticlara,Arañero Ceja Amarilla,Reinita Paticlara,Reinita Paticlara,Reinita Paticlara,Reinita Paticlara,Reinita Paticlara,Reinita de Pata Pálida,Reinita Paticlara
Myiothlypis nigrocristata,Black-crested Warbler,blcwar2,204023621,FALSE,Reinita Crestinegra,Reinita Crestinegra,Reinita Crestinegra,Reinita Crestinegra,Reinita Crestinegra,Reinita Crestinegra,Reinita Crestinegra,Reinita de Cresta Negra,Chiví Güicherito
Myiothlypis fulvicauda,Buff-rumped Warbler,burwar1,520356401,FALSE,Reinita Culiparda,Reinita Culiparda,Reinita Guardaribera,Reinita Lomiantada,Reinita Culiparda,Reinita Culiparda,Reinita Lomianteada,Reinita de Lomo Anteado,Reinita Culiparda
Myiothlypis mesoleuca,Northern Riverbank Warbler,,,FALSE,,,,,,,,,
Myiothlypis rivularis,Southern Riverbank Warbler,rivwar1,88367,FALSE,Reinita Ribereña,Arañero Ribereño,Reinita Ribereña,Reinita Ribereña,Reinita ribereña,Reinita Ribereña,Reinita Ribereña,Reinita Ribereña,Chiví de Ríos
Myiothlypis roraime,Roraiman Warbler,,,FALSE,,,,,,,,,
Myiothlypis bivittata,Two-banded Warbler,twbwar1,189541,FALSE,Reinita Bandeada,Arañero Coronado Grande,Reinita Bandeada,Reinita Bandeada,Reinita Bandeada,Reinita Bandeada,Reinita Bandeada,Reinita de Dos Bandas,Chiví de los Tepuyes
Myiothlypis chlorophrys,Choco Warbler,gobwar4,203922691,FALSE,Reinita del Chocó,Reinita del Chocó,Reinita del Chocó,Reinita del Chocó,Reinita del Chocó,Reinita del Chocó,Reinita del Chocó,Reinita del Chocó,Reinita del Chocó
Myiothlypis chrysogaster,Golden-bellied Warbler,gobwar3,532078841,FALSE,Reinita Ventridorada,Reinita Ventridorada,Reinita Ventridorada,Reinta de Cuzco,Reinita ventridorada,Reinita Ventridorada,Reinita Ventridorada,Reinita de Cuzco,Reinita Ventridorada
Myiothlypis conspicillata,White-lored Warbler,whlwar1,167146,FALSE,Reinita Embridada,Reinita Embridada,Reinita Embridada,Reinita Embridada,Reinita Embridada,Reinita Embridada,Reinita Embridada,Reinita Embridada,Reinita Embridada
Myiothlypis cinereicollis,Grey-throated Warbler,gytwar1,360335791,FALSE,Reinita Gorjigrís,Reinita Gorjigrís,Reinita Gorjigrís,Reinita Gorjigrís,Reinita Gorjigrís,Reinita Gorjigrís,Reinita Gorjigrís,Reinita Gorjigrís,Chiví Gargantigrís
Myiothlypis fraseri,Grey-and-gold Warbler,gagwar2,122726,FALSE,Reinita de Fraser,Reinita de Fraser,Reinita de Fraser,Reinita Grisidorada,Reinita de Fraser,Reinita de Fraser,Reinita de Fraser,Reinita Gris y Dorada,Reinita de Fraser
Myiothlypis coronatus,Russet-crowned Warbler,rucwar1,391722021,FALSE,Reinita Coronirroja,Reinita Coronirroja,Reinita Coronirroja,Reinita Coronirroja,Reinita Coronirroja,Reinita Coronirroja,Reinita Coronirroja,Reinita Coronirroja,Reinita Coronirroja
Basileuterus lachrymosus,Fan-tailed Warbler,fatwar,503546041,FALSE,Reinita Roquera,Reinita Roquera,Reinita Roquera,Reinita Roquera,Reinita Roquera,Reinita Roquera,Reinita Roquera,Reinita Roquera,Reinita Roquera
Basileuterus rufifrons,Rufous capped Warbler,rucwar,109139,FALSE,Reinita Coronirrufa/Coronicastaña,Reinita Coronirrufa/Coronicastaña,Reinita Coronirrufa/Coronicastaña,Reinita Coronirrufa/Coronicastaña,Reinita coronirrufa/coronicastaña,Chipe Gorra Canela Común,Reinita Coronirrufa/Coronicastaña,Reinita Coronirrufa/Coronicastaña,Reinita Coronirrufa/Coronicastaña
Basileuterus melanogenys,Black-cheeked Warbler,blcwar1,203939491,FALSE,Reinita Carinegra,Reinita Carinegra,Reinita Carinegra,Black-cheeked Warbler,Reinita carinegra,Reinita Carinegra,Reinita Carinegra,Reinita Carinegra,Reinita Carinegra
Basileuterus ignotus,Pirre Warbler,pirwar1,70096041,FALSE,Reinita del Pirre,Reinita del Pirre,Reinita del Pirre,Reinita del Pirre,Reinita del Pirre,Reinita del Pirre,Reinita de Pirre,Reinita del Pirre,Reinita del Pirre
Basileuterus belli,Golden-browed Warbler,gobwar1,612576719,FALSE,Reinita Cejidorada,Reinita Cejidorada,Reinita Cejidorada,Reinita Cejidorada,Reinita Cejidorada,Chipe Cejas Doradas,Reinita Cejidorada,Reinita Cejidorada,Reinita Cejidorada
Basileuterus culicivorus,Stripe-crowned Warbler,gcrwar,67206,FALSE,Reinita Coroniestriada,Arañero Coronado Chico,Reinita Coronidorada,Reinita Coroniestriada,Reinita coroniestriada,Chipe Cejas Negras,Reinita Coronidorada,Reinita Coroniestriada,Chiví Silbador
Basileuterus cabanisi,Yellow-crowned Warbler,,,FALSE,,,,,,,,,
Basileuterus auricapila,Golden-crowned Warbler,gcrwar,67206,FALSE,,,,,,,,,
Basileuterus hypoleucus,White-bellied Warbler,,,FALSE,Reinita ventriblanca,Reinita ventriblanca,Reinita ventriblanca,Reinita ventriblanca,Reinita ventriblanca,Reinita ventriblanca,Reinita ventriblanca,Reinita ventriblanca,Reinita ventriblanca
Basileuterus trifasciatus,Three-banded Warbler,thbwar2,130400,FALSE,Reinita de Cajamarca,Reinita de Cajamarca,Reinita de Cajamarca,Reinita Tribandeada,Reinita de Cajamarca,Reinita de Cajamarca,Reinita de Cajamarca,Reinita Tribandeada,Reinita de Cajamarca
Basileuterus tristriatus,Three-striped Warbler,thswar1,78035,FALSE,Reinita Cabecilistada,Reinita Cabecilistada,Reinita Cabecilistada,Reinita Cabecilistada,Reinita cabecilistada,Reinita Cabecilistada,Reinita Cabecilistada,Reinita de Cabeza Listada,Chiví Tres Rayas
Basileuterus griseiceps,Grey-headed Warbler,,,FALSE,Reinita Cabecigrís,Reinita Cabecigrís,Reinita Cabecigrís,Reinita Cabecigrís,Reinita Cabecigrís,Reinita Cabecigrís,Reinita Cabecigrís,Reinita Cabecigrís,Reinita Cabecigrís
Cardellina canadensis,Canada Warbler,canwar,93792,TRUE,Reinita Canadiense,Reinita Canadiense,Reinita Pechirrayada,Reinita Collareja (de Canadá),Reinita Canadiense,Chipe de Collar,Reinita Collareja,Reinita de Canada,Reinita Canadiense
Cardellina pusilla,Wilson's Warbler,wlswar,206468,FALSE,Reinita de Wilson,Reinita de Wilson,Reinita Gorrinegra,Reinita de Wilson,Reinita de Wilson,Chipe Corona Negra,Reinita Gorrinegra,Reinita de Wilson,Reinita de Wilson
Cardellina rubrifrons,Red-faced Warbler,refwar,250659771,FALSE,Reinita Carirroja,Reinita Carirroja,Reinita Carirroja,Reinita Carirroja,Reinita Carirroja,Chipe Cara Roja,Reinita Carirroja,Reinita Carirroja,Reinita Carirroja
Cardellina rubra,Red Warbler,redwar1,48256301,FALSE,Reinita Roja,Reinita Roja,Reinita Roja,Reinita Roja,Reinita Roja,Chipe Rojo,Reinita Roja,Reinita Roja,Reinita Roja
Cardellina versicolor,Pink-headed Warbler,pihwar1,348354581,FALSE,Reinita Rosada,Reinita Rosada,Reinita Rosada,Reinita Rosada,Reinita Rosada,Chipe Rosado,Reinita Rosada,Reinita Rosada,Reinita Rosada
Myioborus pictus,Painted Whitestart,paired,147592,TRUE,Candelita aliblanca,Candelita aliblanca,Candelita aliblanca,Candelita aliblanca,Candelita Aliblanca,Pavito Alas Blancas,Candelita aliblanca,Candelita aliblanca,Candelita aliblanca
Myioborus miniatus,Slate-throated Whitestart,sltred,84299,FALSE,Candelita Plomiza,Arañero Garganta Negra,Candelita Pechinegra,Candelita Goliplomiza,Candelita Plomiza,Pavito Alas Negras,Candelita Gargantiplomiza,Candelita de Garganta Plomiza,Candelita Gargantipizarra
Myioborus brunniceps,Brown-capped Whitestart,brcred1,203961771,FALSE,Candelita Coronicastaña,Arañero Corona Rojiza,Candelita Coronicastaña,Candelita Coronicastaña,Candelita coronicastaña,Candelita Coronicastaña,Candelita Coronicastaña,Candelita de Gorro Rojizo,Candelita Coronicastaña
Myioborus flavivertex,Yellow-crowned Whitestart,yecred1,167225,FALSE,Candelita Coronigualda,Candelita Coronigualda,Candelita Coronigualda,Candelita Coronigualda,Candelita Coronigualda,Candelita Coronigualda,Candelita Coronigualda,Candelita Coronigualda,Candelita Coronigualda
Myioborus albifrons,White-fronted Whitestart,whfred2,306095971,FALSE,Candelita Frentiblanca,Candelita Frentiblanca,Candelita Frentiblanca,Candelita Frentiblanca,Candelita Frentiblanca,Candelita Frentiblanca,Candelita Frentiblanca,Candelita Frentiblanca,Candelita Frentiblanca
Myioborus chrysops,Golden-fronted Whitestart,,,FALSE,,,,,,,,,
Myioborus ornatus,Yellow-fronted Whitestart,gofred1,44480421,FALSE,Candelita Adornada,Candelita Adornada,Candelita Adornada,Candelita Adornada,Candelita Adornada,Candelita Adornada,Candelita Adornada,Candelita Adornada,Candelita Copetiamarilla
Myioborus melanocephalus,Spectacled Whitestart,spered1,18053,FALSE,Candelita de Anteojos,Candelita de Anteojos,Candelita de Anteojos,Candelita de Anteojos,Candelita de Anteojos,Candelita de Anteojos,Candelita de Anteojos,Candelita de Anteojos,Candelita de Anteojos
Myioborus torquatus,Collared Whitestart,colred1,46236571,FALSE,Candelita Collareja,Candelita Collareja,Candelita Collareja,Candelita Collareja,Candelita Collareja,Candelita Collareja,Candelita Collareja,Candelita Collareja,Candelita Collareja
Myioborus pariae,Yellow-faced Whitestart,parred1,382591211,FALSE,Candelita de Paria,Candelita de Paria,Candelita de Paria,Candelita de Paria,Candelita de Paria,Candelita de Paria,Candelita de Paria,Candelita de Paria,Candelita de Paria
Myioborus albifacies,White-faced Whitestart,whfred1,,FALSE,Candelita Cariblanca,Candelita Cariblanca,Candelita Cariblanca,Candelita Cariblanca,Candelita Cariblanca,Candelita Cariblanca,Candelita Cariblanca,Candelita Cariblanca,Candelita Cara Blanca
Myioborus cardonai,Guaiquinima Whitestart,sabred1,,FALSE,Candelita de Cardona,Candelita de Cardona,Candelita de Cardona,Candelita de Cardona,Candelita de Cardona,Candelita de Cardona,Candelita de Cardona,Candelita de Cardona,Candelita de Cardona
Myioborus castaneocapilla,Tepui Whitestart,tepred1,388463741,FALSE,Candelita de Tepuí,Candelita de Tepuí,Candelita de Tepuí,Candelita de Tepuí,Candelita de Tepuí,Candelita de Tepuí,Candelita de Tepuí,Candelita de Tepuí,Candelita Gorjeadora
PHAENICOPHILIDAE,Hispaniolan Tanagers,,,FALSE,,,,,,,,,
Phaenicophilus palmarum,Black-crowned Palm-tanager,bcptan1,203886031,FALSE,Cuatro Ojos Coroninegro,Cuatro Ojos Coroninegro,Cuatro Ojos Coroninegro,Cuatro Ojos Coroninegro,Cuatro ojos coroninegro,Cuatro Ojos Coroninegro,Cuatro Ojos Coroninegro,Cuatro Ojos Coroninegro,Cuatro Ojos Coroninegro
Phaenicophilus poliocephalus,Grey-crowned Palm-tanager,gcptan1,16317,FALSE,Cuatro Ojos Coronigrís,Cuatro Ojos Coronigrís,Cuatro Ojos Coronigrís,Cuatro Ojos Coronigrís,Cuatro ojos coronigrís,Cuatro Ojos Coronigrís,Cuatro Ojos Coronigrís,Cuatro Ojos Coronigrís,Cuatro Ojos Coronigrís
Xenoligea montana,White-winged Warbler,whwwar1,204022791,FALSE,Reinita Montana,Reinita Montana,Reinita Montana,Reinita Montana,Reinita montana,Reinita Montana,Reinita Montana,Reinita Montana,Reinita Montana
Microligea palustris,Green-tailed Warbler,grtwar1,204022831,FALSE,Reinita Coliverde,Reinita Coliverde,Reinita Coliverde,Reinita Coliverde,Reinita Coliverde,Reinita Coliverde,Reinita Coliverde,Reinita Coliverde,Reinita Coliverde
SPINDALIDAE,Spindalises,,,FALSE,,,,,,,,,
Spindalis zena,Western Spindalis,wesspi,203885311,FALSE,Cigua Cubana,Cigua Cubana,Cigua Cubana,Cigua Cubana,Cigua cubana,Tangara Cabeza Rayada,Cigua Cubana,Cigua Cubana,Cigua Cubana
Spindalis dominicensis,Hispaniolan Spindalis,hisspi,204022761,FALSE,Cigua de la Española,Cigua de la Española,Cigua de la Española,Cigua de la Española,Cigua de la Española,Cigua de la Española,Cigua de la Española,Cigua de la Española,Cigua de la Española
Spindalis portoricensis,Puerto Rican Spindalis,purspi,612720905,FALSE,Cigua Puertorriqueña,Cigua Puertorriqueña,Cigua Puertorriqueña,Cigua Puertorriqueña,Cigua Puertorriqueña,Cigua Puertorriqueña,Cigua Puertorriqueña,Cigua Puertorriqueña,Cigua Puertorriqueña
Spindalis nigricephala,Jamaican Spindalis,jamspi,565098931,FALSE,Cigua Jamaicana,Cigua Jamaicana,Cigua Jamaicana,Cigua Jamaicana,Cigua Jamaicana,Cigua Jamaicana,Cigua Jamaicana,Cigua Jamaicana,Cigua Jamaicana
NESOSPINGIDAE,Puerto Rican Tanager,purtan1,352889751,FALSE,,,,,,,,,
Nesospingus speculiferus,Puerto Rican Tanager,purtan1,352889751,FALSE,Tangara Puertorriqueña,Tangara Puertorriqueña,Tangara Puertorriqueña,Tangara Puertorriqueña,Tangara Puertorriqueña,Tangara Puertorriqueña,Tangara Puertorriqueña,Tangara Puertorriqueña,Tangara Puertorriqueña
CALYPTOPHILIDAE,Chat-tanager,,,FALSE,,,,,,,,,
Calyptophilus tertius,Western Chat-tanager,wectan1,35348,FALSE,Tangara Haitiana,Tangara Haitiana,Tangara Haitiana,Tangara Haitiana,Tangara haitiana,Tangara Haitiana,Tangara Haitiana,Tangara Haitiana,Tangara Haitiana
Calyptophilus frugivorus,Eastern Chat-tanager,eactan1,546927601,FALSE,Tangara Dominicana,Tangara Dominicana,Tangara Dominicana,Tangara Dominicana,Tangara dominicana,Tangara Dominicana,Tangara Dominicana,Tangara Dominicana,Tangara Dominicana
MITROSPINGIDAE,Mitrospingid Tanagers,,,FALSE,,,,,,,,,
Lambrospiza melanoleuca,Red-billed Pied Tanager,rbptan1,322199001,FALSE,,,,,,,,,
Mitrospingus cassinii,Dusky-faced Tanager,duftan1,368403971,FALSE,Tangara Carinegruzca,Tangara Carinegruzca,Tangara Carinegruzca,Tangara Carinegruzca,Tangara Carinegruzca,Tangara Carinegruzca,Tangara Carinegruzca,Tangara Carinegruzca,Tangara Carinegruzca
Mitrospingus oleagineus,Olive-backed Tanager,olbtan1,386198381,FALSE,Tangara Dorsioliva,Tangara Dorsioliva,Tangara Dorsioliva,Tangara Dorsioliva,Tangara Dorsioliva,Tangara Dorsioliva,Tangara Dorsioliva,Tangara Dorsioliva,Frutero Aceituno
Orthogonys chloricterus,Olive-green Tanager,olgtan1,227095051,FALSE,Tangara Verdioliva,Tangara Verdioliva,Tangara Verdioliva,Tangara Verdioliva,Tangara Verdioliva,Tangara Verdioliva,Tangara Verdioliva,Tangara Verdioliva,Tangara Verdioliva
CARDINALIDAE,Cardinals,,,FALSE,,,,,,,,,
Pheucticus chrysopeplus,Yellow Grosbeak,yelgro,109199,FALSE,Picogrueso Amarillo,Picogrueso Amarillo,Picogrueso Amarillo,Picogrueso Amarillo Mexicano,Picogrueso amarillo,Picogordo Amarillo,Picogrueso Amarillo,Picogrueso Amarillo,Picogrueso Amarillo
Pheucticus tibialis,Black-thighed Grosbeak,bltgro1,114963841,FALSE,Picogrueso Muslinegro,Picogrueso Muslinegro,Picogrueso Vientriamarillo,Picogrueso Muslinegro,Picogrueso Muslinegro,Picogrueso Muslinegro,Picogrueso Muslinegro,Picogrueso Muslinegro,Picogrueso Muslinegro
Pheucticus chrysogaster,Golden Grosbeak,gobgro1,63351,FALSE,Picogrueso Ventriamarillo,Picogrueso Ventriamarillo,Picogrueso Ventriamarillo,Picogrueso Dorado (Huiracchuro),Picogrueso ventriamarillo,Picogrueso Ventriamarillo,Picogrueso Ventriamarillo,Picogrueso Dorado,Picogordo Amarillo
