Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,uk
Aglaiocercus berlepschi,Venezuelan Sylph,vensyl1,388516961,FALSE,Колібрі-сильф венесуельський
Sappho sparganurus,Red-tailed Comet,retcom1,203961961,TRUE,Сафо
Taphrolesbia griseiventris,Grey-bellied Comet,gybcom1,204012141,FALSE,Колібрі-тонкодзьоб вилохвостий
Polyonymus caroli,Bronze-tailed Comet,brtcom1,203934231,FALSE,Колібрі-комета
Oreotrochilus chimborazo,Ecuadorian Hillstar,ecuhil1,84879381,FALSE,Колібрі-плямохвіст фіолетовоголовий
Oreotrochilus estella,Andean Hillstar,andhil3,165577221,FALSE,Колібрі-плямохвіст андський
Oreotrochilus stolzmanni,Green-headed Hillstar,andhil2,621412844,FALSE,Колібрі-плямохвіст зеленоголовий
Oreotrochilus leucopleurus,White-sided Hillstar,whshil1,441591771,FALSE,Колібрі-плямохвіст білобокий
Oreotrochilus melanogaster,Black-breasted Hillstar,blbhil1,31743991,FALSE,Колібрі-плямохвіст чорногрудий
Oreotrochilus adela,Wedge-tailed Hillstar,wethil1,84880271,FALSE,Колібрі-плямохвіст болівійський
Opisthoprora euryptera,Mountain Avocetbill,mouavo1,613768141,FALSE,Колібрі-шпилькодзьоб
Lesbia victoriae,Black-tailed Trainbearer,blttra1,203700851,FALSE,Колібрі-довгохвіст бронзовий
Lesbia nuna,Green-tailed Trainbearer,grttra1,598051021,FALSE,Колібрі-довгохвіст смарагдовий
Ramphomicron dorsale,Black-backed Thornbill,blbtho1,84880671,FALSE,Колібрі-короткодзьоб чорний
Ramphomicron microrhynchum,Purple-backed Thornbill,pubtho1,626786316,FALSE,Колібрі-короткодзьоб пурпуровий
Chalcostigma ruficeps,Rufous-capped Thornbill,ructho1,523108281,FALSE,Колібрі-тонкодзьоб червонолобий
Chalcostigma olivaceum,Olivaceous Thornbill,olitho1,638017728,FALSE,Колібрі-тонкодзьоб оливковий
Chalcostigma stanleyi,Blue-mantled Thornbill,blmtho1,84880901,FALSE,Колібрі-тонкодзьоб синьохвостий
Chalcostigma heteropogon,Bronze-tailed Thornbill,brttho1,540583771,FALSE,Колібрі-тонкодзьоб бронзовий
Chalcostigma herrani,Rainbow-bearded Thornbill,rabtho1,611063220,FALSE,Колібрі-тонкодзьоб білохвостий
Oxypogon cyanolaemus,Blue-bearded Helmetcrest,bubhel1,303941331,FALSE,колібрі синьобородий
Oxypogon lindenii,White-bearded Helmetcrest,whbhel1,391183001,FALSE,колібрі венесуельський
Oxypogon guerinii,Green-bearded Helmetcrest,gnbhel1,384062661,FALSE,Колібрі строкаточубий
Oxypogon stuebelii,Buffy Helmetcrest,bufhel1,616219697,FALSE,колібрі арменіанський
Oreonympha albolimbata,Western Mountaineer,,,FALSE,
Oreonympha nobilis,Eastern Mountaineer,beamou1,509371071,FALSE,Колібрі-німфа гірський
Metallura iracunda,Perija Metaltail,permet1,556728541,FALSE,Колібрі-барвограй золотистий
Metallura tyrianthina,Tyrian Metaltail,tyrmet1,410603821,FALSE,Колібрі-барвограй зеленогорлий
Metallura williami,Viridian Metaltail,virmet1,619694911,FALSE,Колібрі-барвограй зелений
Metallura baroni,Violet-throated Metaltail,vitmet1,617942177,FALSE,Колібрі-барвограй пурпуровогорлий
Metallura odomae,Neblina Metaltail,nebmet1,84881551,FALSE,Колібрі-барвограй еквадорський
Metallura theresiae,Coppery Metaltail,copmet1,17295,FALSE,Колібрі-барвограй мідний
Metallura eupogon,Fire-throated Metaltail,fitmet1,195169,FALSE,Колібрі-барвограй червоногорлий
Metallura aeneocauda,Scaled Metaltail,scamet1,62954831,FALSE,Колібрі-барвограй перуанський
Metallura phoebe,Black Metaltail,blamet1,306137321,FALSE,Колібрі-барвограй чорний
Haplophaedia aureliae,Greenish Puffleg,grepuf1,273721781,FALSE,Колібрі-пухоніг золотистоголовий
Haplophaedia assimilis,Buff-thighed Puffleg,butpuf1,613953397,FALSE,Колібрі-пухоніг рудоногий
Haplophaedia lugens,Hoary Puffleg,hoapuf1,203694061,FALSE,Колібрі-пухоніг сіроволий
Eriocnemis nigrivestis,Black-breasted Puffleg,blbpuf3,42406621,FALSE,Еріон чорний
Eriocnemis isabellae,Gorgeted Puffleg,gorpuf1,,FALSE,еріон колумбійський
Eriocnemis vestita,Glowing Puffleg,glopuf2,246687,FALSE,Еріон фіолетовогорлий
Eriocnemis derbyi,Black-thighed Puffleg,bltpuf1,203963601,FALSE,Еріон чорноногий
Eriocnemis godini,Turquoise-throated Puffleg,tutpuf1,,FALSE,Еріон чорний
Eriocnemis cupreoventris,Coppery-bellied Puffleg,cobpuf1,416567381,FALSE,Еріон золотогрудий
Eriocnemis luciani,Sapphire-vented Puffleg,savpuf1,84883511,FALSE,Еріон синьолобий
Eriocnemis sapphiropygia,Coppery-naped Puffleg,,,FALSE,Еріон синьолобий (підвид sapphiropygia/catharina)
Eriocnemis mosquera,Golden-breasted Puffleg,gobpuf1,25744901,FALSE,Еріон золотоволий
Eriocnemis glaucopoides,Blue-capped Puffleg,blcpuf1,652361941,FALSE,Еріон болівійський
Eriocnemis mirabilis,Colorful Puffleg,colpuf2,,FALSE,Еріон синьогрудий
Eriocnemis alinae,Emerald-bellied Puffleg,embpuf1,288265441,FALSE,Еріон смарагдовий
Loddigesia mirabilis,Marvellous Spatuletail,marspa1,84883751,TRUE,Колібрі-китицехвіст
Aglaeactis cupripennis,Shinning Sunbeam,shisun1,613305731,TRUE,Колібрі-золотожар рудоволий
Aglaeactis castelnaudii,White-tufted Sunbeam,whtsun1,631432341,FALSE,Колібрі-золотожар перуанський
Aglaeactis aliciae,Purple-backed Sunbeam,pubsun1,84884941,FALSE,Колібрі-золотожар пурпуровий
Aglaeactis pamela,Black-hooded Sunbeam,blhsun1,647135282,FALSE,Колібрі-золотожар чорноголовий
Coeligena coeligena,Bronzy Inca,broinc1,387654241,FALSE,Колібрі-інка бронзовий
Coeligena prunellei,Black Inca,blainc1,300705,FALSE,Колібрі-інка чорний
Coeligena wilsoni,Brown Inca,broinc2,203699391,FALSE,Колібрі-інка аметистовогорлий
Coeligena conradii,Green Inca,colinc4,617069625,FALSE,колібрі-інка зелений
Coeligena torquata,Collared Inca,colinc1,203929941,FALSE,Колібрі-інка біловолий
Coeligena eisenmanni,Vilcabamba Inca,,,FALSE,
Coeligena inca,Gould's Inca,colinc3,646297913,FALSE,Колібрі-інка рудоволий
Coeligena dichroura,Huanuco Starfrontlet,,,FALSE,
Coeligena albicaudata,Apurimac Starfrontlet,,,FALSE,
Coeligena osculans,Cuzco Starfrontlet,,,FALSE,
Coeligena violifer,Bolivian Starfrontlet,vitsta1,65278,FALSE,Колібрі-інка фіолетовий
Coeligena iris,Rainbow Starfrontlet,raista1,471606871,FALSE,Колібрі-інка райдужний
Coeligena phalerata,White-tailed Starfrontlet,whtsta1,203963541,FALSE,Колібрі-інка білохвостий
Coeligena orina,Glittering Starfrontlet,dussta1,204007161,FALSE,колібрі-інка колумбійський
Coeligena lutetiae,Buff-winged Starfrontlet,buwsta1,613767150,FALSE,Колібрі-інка строкатокрилий
Coeligena consita,Perija Starfrontlet,gobsta2,631573286,FALSE,колібрі-інка периханський
Coeligena bonapartei,Golden-bellied Starfrontlet,gobsta1,348554411,FALSE,Колібрі-інка золоточеревий
Coeligena eos,Golden Starfrontlet,gobsta4,617069693,FALSE,Колібрі-інка золотистий
Coeligena helianthea,Blue-throated Starfrontlet,bltsta1,622757807,FALSE,Колібрі-інка рожевочеревий
Lafresnaya lafresnayi,Mountain Velvetbreast,mouvel1,478693941,FALSE,Колібрі гірський
Ensifera ensifera,Sword-billed Hummingbird,swbhum1,630687397,TRUE,Колібрі-списодзьоб
Pterophanes cyanopterus,Great Sapphirewing,gresap1,242708,FALSE,Колібрі блакитнокрилий
Boissonneaua flavescens,Buff-tailed Coronet,butcor1,80839,FALSE,Колібрі-коронет зелений
Boissonneaua matthewsii,Chestnut-breasted Coronet,chbcor1,25848001,FALSE,Колібрі-коронет каштановогрудий
Boissonneaua jardini,Velvet-purple Coronet,vepcor1,203699351,FALSE,Колібрі-коронет пурпуровий
Ocreatus underwoodii,Booted Racquet-tail,boorat1,203699311,TRUE,Колібрі-пухоніг віхтьохвостий
Urochroa bougueri,Rufous-gaped Hillstar,whthil2,633126098,FALSE,Колібрі білохвостий
Urochroa leucura,White-tailed Hillstar,whthil3,494807461,FALSE,колібрі зеленоспинний
Urosticte benjamini,Purple-bibbed Whitetip,pubwhi1,210787651,FALSE,Колібрі-зіркохвіст фіолетововолий
Urosticte ruficrissa,Rufous-vented Whitetip,ruvwhi1,21621221,FALSE,Колібрі-зіркохвіст зелений
Heliodoxa xanthogonys,Velvet-browed Brilliant,vebbri1,388976741,FALSE,Колібрі-діамант венесуельський
Heliodoxa gularis,Pink-throated Brilliant,pitbri1,380307421,FALSE,Колібрі-діамант рожевогорлий
Heliodoxa branickii,Rufous-webbed Brilliant,ruwbri1,65737051,FALSE,Колібрі-діамант перуанський
Heliodoxa whitelyana,Black-breasted Brilliant,,,FALSE,
Heliodoxa aurescens,Gould's Brilliant,goujew1,627805552,FALSE,Колібрі-діамант золотистий
Heliodoxa rubinoides,Fawn-breasted Brilliant,fabbri1,203956401,FALSE,Колібрі-діамант рубіновогорлий
Heliodoxa jacula,Green-fronted Brilliant,grcbri1,163948,FALSE,Колібрі-діамант колумбійський
Heliodoxa imperatrix,Empress Brilliant,empbri1,626873747,FALSE,Колібрі-діамант королівський
Heliodoxa leadbeateri,Violet-fronted Brilliant,vifbri1,127814,FALSE,Колібрі-діамант фіолетоволобий
Clytolaema rubricauda,Brazilian Ruby,brarub1,112700,FALSE,Колібрі вогнехвостий
Patagona gigas,Giant Hummingbird,giahum1,11057,FALSE,Колібрі велетенський
Chlorostilbon auriceps,Golden-crowned Emerald,goceme1,159288451,FALSE,колібрі-смарагд мексиканський
Chlorostilbon fortificatus,Cozumel Emerald,cozeme1,609053805,FALSE,
Chlorostilbon canivetii,Canivet's Emerald,caneme1,151009451,FALSE,
Chlorostilbon assimilis,Garden Emerald,gareme1,628700691,FALSE,колібрі-смарагд садовий
Chlorostilbon gibsoni,Red-billed Emerald,rebeme1,541130961,FALSE,Колібрі-смарагд колумбійський
Chlorostilbon mellisugus,Blue-tailed Emerald,blteme1,305877971,FALSE,Колібрі-смарагд синьохвостий
Chlorostilbon olivaresi,Chiribiquete Emerald,chieme1,422060681,FALSE,Колібрі-смарагд золотистий
†Chlorostilbon bracei,Brace's Emerald,braeme2,,FALSE,
†Chlorostilbon elegans,Caribbean Emerald,,,FALSE,
Chlorostilbon ricordii,Cuban Emerald,cubeme1,89306271,FALSE,
Chlorostilbon swainsonii,Hispaniolan Emerald,hiseme1,163140711,FALSE,Колібрі-смарагд гаїтійський
Chlorostilbon maugaeus,Puerto Rican Emerald,pureme1,53816,FALSE,Колібрі-смарагд пуерто-риканський
Chlorostilbon lucidus,Glittering-bellied Emerald,glbeme1,400379251,FALSE,Колібрі-смарагд золоточеревий
Chlorostilbon russatus,Coppery Emerald,copeme1,167298,FALSE,Колібрі-смарагд золотохвостий
Chlorostilbon stenurus,Narrow-tailed Emerald,nateme2,642973712,FALSE,Колібрі-смарагд вузькохвостий
Chlorostilbon poortmani,Short-tailed Emerald,shteme1,265782,FALSE,Колібрі-смарагд короткохвостий
Chlorostilbon notatus,Blue-chinned Sapphire,bucsap1,88272,FALSE,Колібрі-смарагд синьогорлий
Cynanthus sordidus,Dusky Hummingbird,dushum1,330351261,FALSE,Цинантус сірогорлий
Cynanthus latirostris,Broad-billed Hummingbird,brbhum,121949,FALSE,Цинантус синьогорлий
Cynanthus doubledayi,Turquoise-crowned Hummingbird,brbhum2,157625291,FALSE,цинантус бірюзовоголовий
Cynanthus lawrencei,Tres Marias Hummingbird,brbhum3,,FALSE,цинантус трес-маріаський
Cyanophaia bicolor,Blue-headed Hummingbird,blhhum1,602427421,FALSE,Колібрі гіацинтовий
Klais guimeti,Violet-headed Hummingbird,vihhum1,136301011,FALSE,Колібрі сапфіроволобий
Abeillia abeillei,Emerald-chinned Hummingbird,emchum1,86679,FALSE,Колібрі малахітовий
Orthorhyncus cristatus,Antillean Crested Hummingbird,anchum1,204013441,FALSE,Колібрі чубатий
Stephanoxis lalandi,Green-crowned Plovercrest,plover3,640929511,FALSE,Колібрі сапфіровочубий
Stephanoxis loddigesii,Violet-crowned Plovercrest,plover4,203700671,TRUE,колібрі пурпуровочубий
Aphantochroa cirrochloris,Sombre Hummingbird,somhum1,24648421,FALSE,Колібрі-шаблекрил бронзовий
Anthocephala floriceps,Blossomcrown,samblo1,632679875,FALSE,Колібрі райдужний
Campylopterus cuvierii,Scaly-breasted Hummingbird,scbhum1,207693221,FALSE,Колібрі-шаблекрил мангровий
Campylopterus curvipennis,Wedge-tailed Sabrewing,wetsab1,245541241,FALSE,Колібрі-шаблекрил клинохвостий
Campylopterus largipennis,Grey-breasted Sabrewing,gybsab1,114922,FALSE,Колібрі-шаблекрил сірогрудий
Campylopterus rufus,Rufous Sabrewing,rufsab1,104,FALSE,Колібрі-шаблекрил рудий
Campylopterus hyperythrus,Rufous-breasted Sabrewing,rubsab1,364592861,FALSE,Колібрі-шаблекрил пантепуйський
Campylopterus hemileucurus,Violet Sabrewing,viosab1,212321211,TRUE,Колібрі-шаблекрил фіолетовий
Campylopterus ensipennis,White-tailed Sabrewing,whtsab1,390117281,FALSE,Колібрі-шаблекрил білохвостий
Campylopterus falcatus,Lazuline Sabrewing,lazsab1,473464091,FALSE,Колібрі-шаблекрил рудохвостий
Campylopterus phainopeplus,Santa Marta Sabrewing,samsab1,615897668,FALSE,Колібрі-шаблекрил санта-мартинський
Campylopterus villaviscensio,Napo Sabrewing,napsab1,203933941,FALSE,Колібрі-шаблекрил еквадорський
Campylopterus duidae,Buf-breasted Sabrewing,bubsab1,251698811,FALSE,Колібрі-шаблекрил гірський
