Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,cs
Scleroptila gutturalis,Orange River Francolin,orrfra2,510309801,FALSE,frankolín koroptví
Bambusicola fytchii,Mountain Bamboo-partridge,mobpar1,53420721,FALSE,kur skvrnitoboký
Bambusicola thoracicus,Chinese Bamboo-partridge,chbpar3,48693961,FALSE,kur bambusový/tchajwanský
Bambusicola sonorivox,Taiwan Bamboo-partridge,taibap1,203928081,FALSE,koroptev tchaiwanská
Gallus gallus,Red Junglefowl,redjun,203917071,TRUE,kur bankivský
Gallus sonneratii,Grey Junglefowl,grejun2,219526241,FALSE,kur Sonneratův
Gallus lafayetii,Sri Lanka Junglefowl,ceyjun1,223436,FALSE,kur srílanský
Gallus varius,Green Junglefowl,grejun1,199794101,FALSE,kur zelený
Tetraophasis obscurus,Chestnut-throated Partridge,verpar1,335063,FALSE,velekur hnědohrdlý
Tetraophasis szechenyii,Buff-throated Partridge,szepar1,356505841,FALSE,velekur plavohrdlý
Lophophorus impejanus,Himalayan Monal,himmon1,182618261,TRUE,bažant lesklý
Lophophorus sclateri,Sclater's Monal,sclmon1,485571991,FALSE,bažant Sclaterův
Lophophorus lhuysii,Chinese Monal,chimon1,30554891,FALSE,bažant zelenoocasý
Tragopan melanocephalus,Western Tragopan,westra1,618952577,FALSE,satyr černohlavý
Tragopan satyra,Satyr Tragopan,sattra1,633595716,TRUE,satyr himálajský
Tragopan blythii,Blyth's Tragopan,blytra1,650866542,FALSE,satyr Blythův
Tragopan temminckii,Temminck's Tragopan,temtra1,483733661,TRUE,satyr Temminckův
Tragopan caboti,Cabot's Tragopan,cabtra1,203899881,FALSE,satyr Cabotův
Ithaginis cruentus,Blood Pheasant,blophe1,30554841,TRUE,bažant krvavý
Pucrasia macrolopha,Koklass Pheasant,kokphe1,252246071,FALSE,bažant chocholatý
Syrmaticus ellioti,Elliot's Pheasant,ellphe1,,FALSE,bažant Elliotův
Syrmaticus humiae,Mrs Hume's Pheasant,humphe1,145644081,FALSE,bažant Humeové
Syrmaticus mikado,Mikado Pheasant,mikphe1,317328501,FALSE,bažant mikado
Syrmaticus soemmeringi,Copper Pheasant,copphe1,613262308,FALSE,bažant měděný
Syrmaticus reevesii,Reeves's Pheasant,reephe1,635867832,FALSE,bažant královský
Chrysolophus pictus,Golden Pheasant,golphe,310815,TRUE,bažant zlatý
Chrysolophus amherstiae,Lady Amherst's Pheasant,laaphe1,436928311,TRUE,bažant diamantový
Phasianus colchicus,Common Pheasant,rinphe1,140678461,TRUE,bažant obecný/zelený
P. c. torquatus,Ring-necked Pheasant,rinphe1,140678461,FALSE,
Phasianus versicolor,Green Pheasant,rinphe2,203903461,TRUE,bažant zelený
Crossoptilon crossoptilon,White Eared-pheasant,whieap1,30552051,FALSE,bažant popelavý/tibetský
Crossoptilon harmani,Tibetan Eared-pheasant,whieap2,325777831,FALSE,bažant popelavý
Crossoptilon mantchuricum,Brown Eared-pheasant,brephe1,162445651,FALSE,bažant mandžuský
Crossoptilon auritum,Blue Eared-pheasant,blephe1,627003171,FALSE,bažant ušatý
Catreus wallichii,Cheer Pheasant,chephe1,517406951,FALSE,bažant himálajský
Lophura leucomelanos,Kalij Pheasant,kalphe,5291,FALSE,bažant tmavý
Lophura nycthemera,Silver Pheasant,silphe,248929651,FALSE,bažant stříbrný
Lophura edwardsi,Edwards's Pheasant,edwphe1,,FALSE,bažant Edwardsův
Lophura swinhoii,Swinhoe's Pheasant,swiphe1,258420041,FALSE,bažant Swinhoeův
Lophura inornata,Salvadori's Pheasant,salphe1,341125091,FALSE,bažant černý
Lophura erythrophthalma,Crestless Fireback,crefir5,280924,FALSE,bažant červenolící
Lophura pyronota,Bornean Crestless Fireback,crefir6,164233,FALSE,bažant sarawacký
Lophura ignita,Bornean Crested Fireback,crefir4,609068760,FALSE,bažant korunkatý
Lophura rufa,Malay Crested Fireback,crefir3,327540031,FALSE,bažant indomalajský
Lophura diardi,Siamese Fireback,siafir1,249186261,FALSE,bažant prelát
Lophura bulweri,Bulwer's Pheasant,bulphe1,608936216,FALSE,bažant Bulwerův
Perdix perdix,Grey Partridge,grypar,304858,FALSE,koroptev polní
Perdix dauurica,Daurian Partridge,daupar1,647760276,FALSE,koroptev vousatá
Perdix hodgsoniae,Tibetan Partridge,tibpar1,204009351,FALSE,koroptev tibetská
Meleagris gallopavo,Wild Turkey,wiltur,73964601,TRUE,krocan divoký
Meleagris ocellata,Ocellated Turkey,ocetur1,58635171,TRUE,krocan paví
Bonasa umbellus,Ruffed Grouse,rufgro,446222541,FALSE,jeřábek kanadský
Bonasa bonasia,Hazel Grouse,hazgro1,59175311,FALSE,jeřábek lesní
Bonasa sewerzowi,Chinese Grouse,sevgro1,285208,FALSE,jeřábek čínský
Lagopus lagopus,Willow Grouse,wilpta,207352,FALSE,bělokur rousný
L. l. scotica,Red Grouse,wilpta1,456744871,FALSE,
Lagopus muta,Rock Ptarmigan,rocpta1,203903791,TRUE,bělokur horský
Lagupus leucura,White-tailed Ptarmigan,whtpta1,2503,FALSE,
Dendragapus obscurus,Dusky Grouse,dusgro,157903381,FALSE,tetřívek douglaskový/sazový
Dendragapus fuliginosus,Sooty Grouse,soogro1,465416891,FALSE,tetřívek sazový
Falcipennis falcipennis,Siberian Grouse,sibgro2,,FALSE,tetřívek sibiřský
Falcipennis canadensis,Spruce Grouse,sprgro,165528121,FALSE,tetřívek kanadský
Falcipennis franklinii,Franklin's Grouse,,,FALSE,tetřívek kanadský (ssp. franklinii/isleibi)
Tetrao urogallus,Western Capercaillie,wescap1,274032621,TRUE,tetřev hlušec
Tetrao parvirostris,Black-billed Capercaillie,blbcap1,608578345,FALSE,tetřev černozobý
Lyurus tetrix,Black Grouse,blagro1,2521,FALSE,tetřívek obecný
Lyurus mlokosiewiczi,Caucasian Grouse,caugro1,,FALSE,tetřívek kavkazský
Centrocercus urophasianus,Sage Grouse,saggro,50119,FALSE,tetřívek pelyňkový/coloradský
Centrocercus minimus,Gunnison Grouse,gusgro,253848531,FALSE,tetřívek malý
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,50135,TRUE,tetřívek ostroocasý
Tympanuchus cupido,Greater Prairie-chicken,grpchi,191128,TRUE,tetřívek prériový/menší
Tympanuchus pallidicinctus,Lesser Prairie-chicken,lepchi,141139,TRUE,tetřívek menší
ANSERIFORMES,,,,FALSE,
ANHIMIDAE,Screamers,,,FALSE,
Anhima cornuta,Horned Screamer,horscr1,32242391,FALSE,kamiš růžkatý
Chauna chavaria,Northern Screamer,norscr1,534762281,FALSE,čája bělolící
Chauna torquata,Southern Screamer,souscr1,212906,TRUE,čája obojková
ANSERANATIDAE,Magpie Goose,maggoo1,612141819,FALSE,
Anseranas semipalmata,Magpie Goose,maggoo1,612141819,FALSE,husovec strakatý
ANATIDAE,Ducks Geese Swans,,,FALSE,kachnovití sp.
Dendrocygna viduata,White-faced Whistling-duck,wfwduc1,218228,FALSE,husička vdovka
Dendrocygna autumnalis,Black-bellied Whistling-duck,bbwduc,74011581,TRUE,husička podzimní
Dendrocygna guttata,Spotted Whistling-duck,spwduc1,611494502,FALSE,husička tečkovaná
Dendrocygna arborea,West Indian Whistling-duck,wiwduc1,140657151,FALSE,husička stromová
Dendrocygna bicolor,Fulvous Whistling-duck,fuwduc,641164476,FALSE,husička bažinná
Dendrocygna eytoni,Plumed Whistling-duck,plwduc1,132566831,FALSE,husička australská
Dendrocygna arcuata,Wandering Whistling-duck,wawduc1,132566781,FALSE,husička stěhovavá
Dendrocygna javanica,Lesser Whistling-duck,lewduc1,255446121,FALSE,husička malá
Thalassornis leuconotos,White-backed Duck,whbduc1,584433141,FALSE,husička krátkoocasá
Heteronetta atricapilla,Black-headed Duck,blhduc1,203988231,FALSE,kachnice černohlavá
Nomonyx dominicus,Masked Duck,masduc,610485753,FALSE,kachnice škrabošková
Oxyura jamaicensis,Ruddy Duck,rudduc,106721,TRUE,kachnice kaštanová
Oxyura ferruginea,Andean Duck,andduc1,577960601,FALSE,kachnice andská
Oxyura vittata,Lake Duck,lakduc1,203988321,FALSE,kachnice argentinská
Oxyura australis,Blue-billed Duck,blbduc1,300779311,FALSE,kachnice australská
Oxyura maccoa,Maccoa Duck,macduc1,640718508,FALSE,kachnice africká
Oxyura leucocephala,White-headed Duck,whhduc1,534766531,TRUE,kachnice bělohlavá
Biziura lobata,Musk Duck,musduc1,203953171,TRUE,kachnice laločnatá
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,464936601,TRUE,lžičák širokozobý
Stictonetta naevosa,Freckled Duck,freduc1,184685051,FALSE,kachnovec vlnkovaný
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,100811911,FALSE,husa kuří
Coscoroba coscoroba,Coscoroba Swan,cosswa1,203692881,FALSE,labuť koskoroba
Cygnus melanocoryphus,Black-necked Swan,blnswa2,437219201,FALSE,labuť černokrká
Cygnus atratus,Black Swan,blkswa,265310771,TRUE,labuť černá
Cygnus olor,Mute Swan,mutswa,304263951,TRUE,labuť velká
Cygnus buccinator,Trumpeter Swan,truswa,527184,TRUE,labuť trubač
Cygnus cygnus,Whooper Swan,whoswa,203932741,TRUE,labuť zpěvná
Cygnus columbianus,Tundra Swan,tunswa,406700341,TRUE,labuť malá
C. c. bewickii,Bewick's Swan,,,FALSE,
C. c. columbianus,Tundra Swan,tunswa,406700341,TRUE,
Branta bernicla,Brent Goose,brant,65344051,TRUE,berneška tmavá
B. b. hrota,Pale-bellied Brent Goose,,,FALSE,
B. b. nigricans,Black bellied Brent Goose,,,FALSE,
Branta leucopsis,Barnacle Goose,bargoo,235525,FALSE,berneška bělolící
Branta ruficollis,Red-breasted Goose,rebgoo1,203969961,FALSE,berneška rudokrká
Branta hutchinsii,Cackling Goose,cacgoo1,137826,FALSE,berneška malá/velká
Branta canadensis,Canada Goose,cangoo,53519641,TRUE,berneška malá/velká
Branta sandvicensis,Hawaiian Goose,hawgoo,129212,FALSE,berneška havajská
Anser canagicus,Emperor Goose,empgoo,32797351,FALSE,husa císařská
Anser caerulescens,Snow Goose,snogoo,387012351,FALSE,husa sněžní
Anser rossii,Ross's Goose,rosgoo,113756861,FALSE,husa bělostná
Anser indicus,Bar-headed Goose,bahgoo,651601089,FALSE,husa tibetská
Anser anser,Greylag Goose,gragoo,215162391,TRUE,husa velká
Anser cygnoid,Swan Goose,swagoo1,203914111,FALSE,husa labutí
Anser fabalis,Bean Goose,taibeg1,650553197,FALSE,husa polní
A. f. middendorffii,Middendorff’s Bean-Goose,,,FALSE,
A. f. serrirostris,Tundra Bean Goose,,,FALSE,
Anser brachyrhynchus,Pink-footed Goose,pifgoo,57969501,FALSE,husa krátkozobá
Anser albifrons,Greater White-fronted Goose,gwfgoo,31730051,FALSE,husa běločelá
A. a. flavirostris,Grenland White-fronted Goose,,,FALSE,husa běločelá (ssp. flavirostris)
Anser erythropus,Lesser White-fronted Goose,lwfgoo,170171551,FALSE,husa malá
Clangula hyemalis,Long-tailed Duck,lotduc,32797411,FALSE,hoholka lední
Somateria fischeri,Spectacled Eider,speeid,31729111,FALSE,kajka brýlatá
Somateria spectabilis,King Eider,kineid,59448,TRUE,kajka královská
Somateria mollissima,Common Eider,comeid,279182411,TRUE,kajka mořská
Polysticta stelleri,Steller's Eider,steeid,31729061,FALSE,kajka bělohlavá
Melanitta perspicillata,Surf Scoter,sursco,642422718,FALSE,turpan pestrozobý
Melanitta fusca,Velvet Scoter,whwsco3,323642761,FALSE,turpan hnědý/kanadský/sibiřský
Melanitta stejnegeri,Siberian Scoter,whwsco1,647992665,FALSE,turpan sibiřský
Melanitta deglandi,White-winged Scoter,whwsco2,191358,FALSE,turpan hnědý/kanadský/sibiřský
Melanitta nigra,Black Scoter,blksco1,446580781,FALSE,turpan černý/žlutozobý
Melanitta americana,American Scoter,blksco2,169277571,FALSE,turpan žlutozobý
Bucephala albeola,Bufflehead,buffle,138213,FALSE,hohol bělavý
Bucephala clangula,Common Goldeneye,comgol,304684,TRUE,hohol severní
Bucephala islandica,Barrow's Goldeneye,bargol,626998827,TRUE,hohol islandský
Mergellus albellus,Smew,smew,,TRUE,morčák malý
Lophodytes cucullatus,Hooded Merganser,hoomer,582897021,TRUE,morčák chocholatý
Mergus merganser,Goosander,commer,208071711,TRUE,morčák velký
Mergus squamatus,Scaly-sided Merganser,scsmer1,,FALSE,morčák šupinatý
Mergus serrator,Red-breasted Merganser,rebmer,3786,TRUE,morčák prostřední
†Mergus australis,Auckland Merganser,,,FALSE,
Mergus octosetaceus,Brazilian Merganser,bramer1,203917611,TRUE,morčák paranský
Histrionicus histrionicus,Harlequin Duck,harduc,3781,TRUE,kačka strakatá
†Camptorhynchus labradorius,Labrador Duck,labduc,,FALSE,
Neochen jubata,Orinoco Goose,origoo1,306736691,TRUE,husice orinocká
Chloephaga melanoptera,Andean Goose,andgoo1,189509,FALSE,husice andská
Chloephaga picta,Upland Goose,uplgoo1,42753311,FALSE,husice magellanská
Chloephaga hybrida,Kelp Goose,kelgoo1,203969741,FALSE,husice patagonská
Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,585131071,FALSE,husice rudoprsá
Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,390715661,FALSE,husice rudohlavá
Radjah radjah,Radjah Shelduck,radshe1,63185731,FALSE,husice královská
Alopochen aegyptiaca,Egyptian Goose,egygoo,446562581,FALSE,husice nilská
†Alopochen mauritiana,Mauritius Shelduck,maushe1,,FALSE,
†Alopochen kervazoi,Reunion Shelduck,reushe1,,FALSE,
Tadorna tadorna,Common Shelduck,comshe,352713301,FALSE,husice liščí
Tadorna ferruginea,Ruddy Shelduck,rudshe,305780351,TRUE,husice rezavá
Tadorna cana,South African Shelduck,soashe1,278275,FALSE,husice šedohlavá
Tadorna tadornoides,Australian Shelduck,ausshe1,345070411,TRUE,husice australská
Tadorna variegata,Paradise Shelduck,parshe1,4130,TRUE,husice rajská
Tadorna cristata,Crested Shelduck,creshe1,,FALSE,husice chocholatá
Plectropterus gambensis,Spur-winged Goose,spwgoo1,206409541,FALSE,pižmovka ostruhatá
Cairina moschata,Muscovy Duck,musduc,92475411,TRUE,pižmovka americká
Sarkidiornis sylvicola,American Comb Duck,comduc3,,FALSE,Pižmovka jihoamerická
Sarkidiornis melanotos,African Comb Duck,comduc2,377764471,FALSE,pižmovka hřebenatá
Nettapus auritus,African Pygmy-goose,afrpyg1,21635741,FALSE,kachnička pestrá
Nettapus coromandelianus,Cotton Pygmy-goose,copgoo1,231240521,FALSE,kachnička obojková
Nettapus pulchellus,Green Pygmy-goose,grnpyg1,614840111,TRUE,kachnička vlnkovaná
Callonetta leucophrys,Ringed Teal,rintea1,203986511,FALSE,kachnička šedoboká
Aix sponsa,Wood Duck,wooduc,179353,TRUE,kachnička karolínská
Aix galericulata,Mandarin Duck,manduc,95630431,TRUE,kachnička mandarínská
Chenonetta jubata,Maned Duck,manduc1,247785131,TRUE,kachnička hřívnatá
†Chenonetta finschi,Finsch's Duck,finduc1,,FALSE,
Hymenolaimus malacorhynchos,Blue Duck,bluduc1,203922021,TRUE,kachna měkkozobá
Merganetta armata,Torrent Duck,torduc1,620823428,FALSE,kachna bystřinná
Pteronetta hartlaubii,Hartlaub's Duck,harduc1,632942906,FALSE,pižmovka konžská
Cyanochen cyanoptera,Blue-winged Goose,buwgoo1,204011591,FALSE,husice modrokřídlá
Marmaronetta angustirostris,Marbled Duck,martea1,542976871,FALSE,čírka úzkozobá
Asacornis scutulata,White-winged Wood Duck,,,FALSE,pižmovka bělokřídlá
Netta rufina,Red-crested Pochard,recpoc,588459801,FALSE,zrzohlávka rudozobá
Netta peposaca,Rosy-billed Pochard,robpoc1,203988301,FALSE,zrzohlávka peposaka
Netta erythrophthalma,Southern Pochard,soupoc1,608850905,FALSE,zrzohlávka rudooká
Aythya ferina,Common Pochard,compoc,62513831,FALSE,polák velký
Aythya americana,Redhead,redhea,139672,FALSE,polák americký
Aythya valisineria,Canvasback,canvas,618280036,TRUE,polák dlouhozobý
Aythya australis,Hardhead,wheduc1,283721771,FALSE,polák hnědavý
Aythya innotata,Madagascar Pochard,madpoc1,501097871,FALSE,polák madagaskarský
Aythya baeri,Baer's Pochard,baepoc1,,FALSE,polák černohlavý
Aythya nyroca,Ferruginous Duck,ferduc,91252571,FALSE,polák malý
Aythya novaeseelandiae,New Zealand Scaup,nezsca1,3536,TRUE,polák tmavý
Aythya collaris,Ring-necked Duck,rinduc,465097181,FALSE,polák proužkozobý
Aythya fuligula,Tufted Duck,tufduc,59185381,FALSE,polák chocholačka
Aythya marila,Greater Scaup,gresca,137825,TRUE,polák kaholka
Aythya affinis,Lesser Scaup,lessca,634383986,FALSE,polák vlnkovaný
Rhodonessa caryophyllacea,Pink-headed Duck,pihduc1,,FALSE,kachna růžovohlavá
Salvadorina waigiuensis,Salvadori's Teal,saltea1,203917821,FALSE,kachna krahujková
Tachyeres patachonicus,Flying Steamerduck,flystd1,22615781,FALSE,kachyně patagonská
Tachyeres leucocephalus,White-headed Steamerduck,whhstd1,203959981,FALSE,kachyně bělohlavá
Tachyeres pteneres,Magellanic Steamerduck,flistd1,203963491,FALSE,kachyně parníková
Tachyeres brachypterus,Falkland Steamerduck,falstd1,21809931,FALSE,kachyně krátkokřídlá
Lophonetta specularioides,Crested Duck,creduc1,203969711,FALSE,kachna vlasatá
Speculanas specularis,Spectacled Duck,speduc2,124451131,FALSE,kachna bronzovokřídlá
Amazonetta brasiliensis,Brazilian Teal,bratea1,468674531,TRUE,kachnička amazonská
Spatula querquedula,Garganey,gargan,617507448,FALSE,čírka modrá
Spatula hottentota,Hottentot Teal,hottea1,97425,FALSE,čírka hottentotská
Spatula puna,Puna Teal,puntea1,613597026,FALSE,čírka andská
Spatula versicolor,Silver Teal,siltea1,373643011,FALSE,čírka modrozobá
Spatula platalea,Red Shoveler,redsho1,625193904,FALSE,lžičák tečkovaný
Spatula smithii,Cape Shoveler,capsho1,621707842,FALSE,lžičák kapský
Spatula rhynchotis,Australian Shoveler,aussho1,168131841,TRUE,lžičák australský
Spatula clypeata,Northern Shoveler,norsho,296948,TRUE,lžičák pestrý
Spatula cyanoptera,Cinnamon Teal,cintea,329230571,FALSE,čírka skořicová
Spatula discors,Blue-winged Teal,buwtea,159161811,TRUE,čírka modrokřídlá
Sibirionetta formosa,Baikal Teal,baitea,63596511,FALSE,čírka sibiřská
Mareca falcata,Falcated Duck,falduc,601476851,FALSE,čírka srpoperá
Mareca strepera,Gadwall,gadwal,310887101,FALSE,kopřivka obecná
Mareca penelope,Eurasian Wigeon,eurwig,416499351,TRUE,hvízdák eurasijský
Mareca americana,American Wigeon,amewig,147386421,TRUE,hvízdák americký
Mareca sibilatrix,Chiloe Wigeon,chiwig1,124452051,TRUE,hvízdák chilský
Anas sparsa,African Black Duck,afbduc1,203938571,FALSE,kachna temná
Anas undulata,Yellow-billed Duck,yebduc1,621707832,FALSE,kachna žlutozobá
Anas melleri,Meller's Duck,melduc1,501097451,FALSE,kachna madagaskarská
Anas superciliosa,Pacific Black Duck,pabduc1,239219561,TRUE,kachna proužkovaná
Anas luzonica,Philippine Duck,phiduc1,214319841,FALSE,kachna filipínská
Anas zonorhyncha,Chinese Spot-billed Duck,spbduc,346897381,FALSE,Kachna čínská
Anas poecilorhyncha,Indian Spot-billed Duck,isbduc1,204024871,FALSE,kachna skvrnozobá
Anas laysanensis,Laysan Duck,layduc,486345111,FALSE,kachna laysanská
Anas platyrhynchos,Mallard,mallar3,304089,TRUE,kachna divoká
Anas rubripes,American Black Duck,ambduc,252598451,FALSE,kachna tmavá
Anas fulvigula,Mottled Duck,motduc,639039836,FALSE,kachna pobřežní
Anas wyviliana,Hawaiian Duck,hawduc,473452801,FALSE,
†Anas theodori,Mauritius Duck,mauduc1,,FALSE,
Anas albogularis,Andaman Teal,andtea1,635416168,FALSE,čírka australasijská
Anas gibberifrons,Sunda Teal,suntea1,554533351,FALSE,čírka sundská
Anas gracilis,Grey Teal,gretea1,101312381,TRUE,čírka bělohrdlá
Anas castanea,Chestnut Teal,chetea1,204020781,FALSE,čírka kaštanová
Anas chlorotis,Brown Teal,brotea1,203926471,FALSE,čírka novozélandská
Anas aucklandica,Brown Teal,auitea1,631228261,FALSE,čírka novozélandská
Anas nesiotis,Campbell Teal,caitea1,191470871,FALSE,čírka campbellská
Anas bernieri,Madagascar Teal,bertea1,502014051,FALSE,čírka černoskvrnná
Anas capensis,Cape Teal,captea1,609054550,FALSE,čírka popelavá
Anas bahamensis,White-cheeked Pintail,whcpin,89697731,FALSE,ostralka bělolící
Anas erythrorhyncha,Red-billed Teal,rebduc1,502035921,FALSE,ostralka rudozobá
Anas acuta,Northern Pintail,norpin,386237831,TRUE,ostralka štíhlá
Anas eatoni,Southern Pintail,eatpin1,,FALSE,ostralka kerguelenská
†Anas marecula,Amsterdam Duck,amsduc1,,FALSE,
Anas georgica,Yellow-billed Pintail,yebpin1,475879051,FALSE,ostralka žlutozobá
Anas crecca,Common Teal,gnwtea,397241321,TRUE,čírka obecná
A. c. carolinensis,Green-winged Teal,gnwtea,397241321,FALSE,čírka obecná (ssp. carolinensis)
Anas andium,Andean Teal,spetea3,58953,FALSE,čírka andská
Anas flavirostris,Speckled Teal,yebtea1,463864771,FALSE,čírka andská/čírka kropenatá
PODICIPEDIFORMES,,,,FALSE,
PODICIPEDIDAE,Grebes,,,FALSE,
Tachybaptus ruficollis,Little Grebe,litgre1,109605121,TRUE,potápka malá
†Tachybaptus rufolavatus,Alaotra Grebe,alagre1,,FALSE,
Tachybaptus novaehollandiae,Australasian Grebe,ausgre1,611422409,FALSE,potápka australská
Tachybaptus pelzelni,Madagascar Grebe,madgre1,93697,FALSE,potápka madagaskarská
Tachybaptus dominicus,Least Grebe,leagre,575610581,FALSE,potápka nejmenší
Podilymbus podiceps,Pied-billed Grebe,pibgre,131025131,TRUE,potápka americká
†Podilymbus gigas,Atitlan Grebe,atigre1,943,FALSE,
Rollandia rolland,White-tufted Grebe,whtgre3,477283851,FALSE,potápka Rollandova
Rollandia microptera,Titicaca Grebe,titgre1,647134154,TRUE,potápka krátkokřídlá
Poliocephalus poliocephalus,Hoary-headed Grebe,hohgre1,99561861,FALSE,potápka šedohlavá
