Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,lt
Eriocnemis luciani,Sapphire-vented Puffleg,savpuf1,84883511,FALSE,Mėlynkaktis erionas
Eriocnemis sapphiropygia,Coppery-naped Puffleg,,,FALSE,
Eriocnemis mosquera,Golden-breasted Puffleg,gobpuf1,25744901,FALSE,Auksakrūtis erionas
Eriocnemis glaucopoides,Blue-capped Puffleg,blcpuf1,652361941,FALSE,Mėlynkepuris erionas
Eriocnemis mirabilis,Colorful Puffleg,colpuf2,,FALSE,Spalvingasis erionas
Eriocnemis alinae,Emerald-bellied Puffleg,embpuf1,288265441,FALSE,Žaliasis erionas
Loddigesia mirabilis,Marvellous Spatuletail,marspa1,84883751,TRUE,Lodigezija
Aglaeactis cupripennis,Shinning Sunbeam,shisun1,613305731,TRUE,Ryškusis saulės spindulėlis
Aglaeactis castelnaudii,White-tufted Sunbeam,whtsun1,631432341,FALSE,Baltakrūtis saulės spindulėlis
Aglaeactis aliciae,Purple-backed Sunbeam,pubsun1,84884941,FALSE,Purpurinis saulės spindulėlis
Aglaeactis pamela,Black-hooded Sunbeam,blhsun1,647135282,FALSE,Juodakuodis saulės spindulėlis
Coeligena coeligena,Bronzy Inca,broinc1,387654241,FALSE,Bronzinis inkas
Coeligena prunellei,Black Inca,blainc1,300705,FALSE,Juodasis inkas
Coeligena wilsoni,Brown Inca,broinc2,203699391,FALSE,Rudasis inkas
Coeligena conradii,Green Inca,colinc4,617069625,FALSE,
Coeligena torquata,Collared Inca,colinc1,203929941,FALSE,
Coeligena eisenmanni,Vilcabamba Inca,,,FALSE,
Coeligena inca,Gould's Inca,colinc3,646297913,FALSE,Guldo inkas
Coeligena dichroura,Huanuco Starfrontlet,,,FALSE,
Coeligena albicaudata,Apurimac Starfrontlet,,,FALSE,
Coeligena osculans,Cuzco Starfrontlet,,,FALSE,
Coeligena violifer,Bolivian Starfrontlet,vitsta1,65278,FALSE,Violetagurklis inkas
Coeligena iris,Rainbow Starfrontlet,raista1,471606871,FALSE,Vaivorykštinis inkas
Coeligena phalerata,White-tailed Starfrontlet,whtsta1,203963541,FALSE,Baltauodegis inkas
Coeligena orina,Glittering Starfrontlet,dussta1,204007161,FALSE,Žaliasis inkas
Coeligena lutetiae,Buff-winged Starfrontlet,buwsta1,613767150,FALSE,Rudasparnis inkas
Coeligena consita,Perija Starfrontlet,gobsta2,631573286,FALSE,
Coeligena bonapartei,Golden-bellied Starfrontlet,gobsta1,348554411,FALSE,
Coeligena eos,Golden Starfrontlet,gobsta4,617069693,FALSE,auksinis inkas
Coeligena helianthea,Blue-throated Starfrontlet,bltsta1,622757807,FALSE,Mėlyngurklis inkas
Lafresnaya lafresnayi,Mountain Velvetbreast,mouvel1,478693941,FALSE,Kalninis kolibris
Ensifera ensifera,Sword-billed Hummingbird,swbhum1,630687397,TRUE,Kardasnapis kolibris
Pterophanes cyanopterus,Great Sapphirewing,gresap1,242708,FALSE,Mėlynsparnis kolibris
Boissonneaua flavescens,Buff-tailed Coronet,butcor1,80839,FALSE,Geltonuodegis vainikuotasis kolibris
Boissonneaua matthewsii,Chestnut-breasted Coronet,chbcor1,25848001,FALSE,Rudakrūtis vainikuotasis kolibris
Boissonneaua jardini,Velvet-purple Coronet,vepcor1,203699351,FALSE,Purpurinis vainikuotasis kolibris
Ocreatus underwoodii,Booted Racquet-tail,boorat1,203699311,TRUE,
Urochroa bougueri,Rufous-gaped Hillstar,whthil2,633126098,FALSE,
Urochroa leucura,White-tailed Hillstar,whthil3,494807461,FALSE,
Urosticte benjamini,Purple-bibbed Whitetip,pubwhi1,210787651,FALSE,
Urosticte ruficrissa,Rufous-vented Whitetip,ruvwhi1,21621221,FALSE,Rusvapilvis baltadėmis kolibris
Heliodoxa xanthogonys,Velvet-browed Brilliant,vebbri1,388976741,FALSE,Žaliavainikis žvilgusis kolibris
Heliodoxa gularis,Pink-throated Brilliant,pitbri1,380307421,FALSE,Raudongurklis žvilgusis kolibris
Heliodoxa branickii,Rufous-webbed Brilliant,ruwbri1,65737051,FALSE,Rusvasparnis žvilgusis kolibris
Heliodoxa whitelyana,Black-breasted Brilliant,,,FALSE,
Heliodoxa aurescens,Gould's Brilliant,goujew1,627805552,FALSE,Guldo žvilgusis kolibris
Heliodoxa rubinoides,Fawn-breasted Brilliant,fabbri1,203956401,FALSE,Rudakrūtis žvilgusis kolibris
Heliodoxa jacula,Green-fronted Brilliant,grcbri1,163948,FALSE,Žaliakaktis žvilgusis kolibris
Heliodoxa imperatrix,Empress Brilliant,empbri1,626873747,FALSE,Imperatoriškasis žvilgusis kolibris
Heliodoxa leadbeateri,Violet-fronted Brilliant,vifbri1,127814,FALSE,Violetakaktis žvilgusis kolibris
Clytolaema rubricauda,Brazilian Ruby,brarub1,112700,FALSE,Klitolema
Patagona gigas,Giant Hummingbird,giahum1,11057,FALSE,patagona
Chlorostilbon auriceps,Golden-crowned Emerald,goceme1,159288451,FALSE,Auksavainikis smaragdinis kolibris
Chlorostilbon fortificatus,Cozumel Emerald,cozeme1,609053805,FALSE,
Chlorostilbon canivetii,Canivet's Emerald,caneme1,151009451,FALSE,
Chlorostilbon assimilis,Garden Emerald,gareme1,628700691,FALSE,Sodinis smaragdinis kolibris
Chlorostilbon gibsoni,Red-billed Emerald,rebeme1,541130961,FALSE,
Chlorostilbon mellisugus,Blue-tailed Emerald,blteme1,305877971,FALSE,
Chlorostilbon olivaresi,Chiribiquete Emerald,chieme1,422060681,FALSE,Kolumbinis smaragdinis kolibris
†Chlorostilbon bracei,Brace's Emerald,braeme2,,FALSE,
†Chlorostilbon elegans,Caribbean Emerald,,,FALSE,
Chlorostilbon ricordii,Cuban Emerald,cubeme1,89306271,FALSE,
Chlorostilbon swainsonii,Hispaniolan Emerald,hiseme1,163140711,FALSE,Ispaninis smaragdinis kolibris
Chlorostilbon maugaeus,Puerto Rican Emerald,pureme1,53816,FALSE,Puertorikinis smaragdinis kolibris
Chlorostilbon lucidus,Glittering-bellied Emerald,glbeme1,400379251,FALSE,Auksapilvis smaragdinis kolibris
Chlorostilbon russatus,Coppery Emerald,copeme1,167298,FALSE,Bronzinis smaragdinis kolibris
Chlorostilbon stenurus,Narrow-tailed Emerald,nateme2,642973712,FALSE,Siaurauodegis smaragdinis kolibris
Chlorostilbon poortmani,Short-tailed Emerald,shteme1,265782,FALSE,
Chlorostilbon notatus,Blue-chinned Sapphire,bucsap1,88272,FALSE,Mėlynsmakris smaragdinis kolibris
Cynanthus sordidus,Dusky Hummingbird,dushum1,330351261,FALSE,Tamsusis cinantas
Cynanthus latirostris,Broad-billed Hummingbird,brbhum,121949,FALSE,
Cynanthus doubledayi,Turquoise-crowned Hummingbird,brbhum2,157625291,FALSE,
Cynanthus lawrencei,Tres Marias Hummingbird,brbhum3,,FALSE,
Cyanophaia bicolor,Blue-headed Hummingbird,blhhum1,602427421,FALSE,Mėlyngalvis kolibris
Klais guimeti,Violet-headed Hummingbird,vihhum1,136301011,FALSE,Violetinis kolibris
Abeillia abeillei,Emerald-chinned Hummingbird,emchum1,86679,FALSE,Abeilija
Orthorhyncus cristatus,Antillean Crested Hummingbird,anchum1,204013441,FALSE,Kuoduotasis kolibris
Stephanoxis lalandi,Green-crowned Plovercrest,plover3,640929511,FALSE,
Stephanoxis loddigesii,Violet-crowned Plovercrest,plover4,203700671,TRUE,
Aphantochroa cirrochloris,Sombre Hummingbird,somhum1,24648421,FALSE,Tamsusis kardasparnis kolibris
Anthocephala floriceps,Blossomcrown,samblo1,632679875,FALSE,
Campylopterus cuvierii,Scaly-breasted Hummingbird,scbhum1,207693221,FALSE,Žvynuotakrūtis kardasparnis kolibris
Campylopterus curvipennis,Wedge-tailed Sabrewing,wetsab1,245541241,FALSE,Pleištauodegis kardasparnis kolibris
Campylopterus largipennis,Grey-breasted Sabrewing,gybsab1,114922,FALSE,
Campylopterus rufus,Rufous Sabrewing,rufsab1,104,FALSE,Rusvasis kardasparnis kolibris
Campylopterus hyperythrus,Rufous-breasted Sabrewing,rubsab1,364592861,FALSE,
Campylopterus hemileucurus,Violet Sabrewing,viosab1,212321211,TRUE,Violetinis kardasparnis kolibris
Campylopterus ensipennis,White-tailed Sabrewing,whtsab1,390117281,FALSE,Baltauodegis kardasparnis kolibris
Campylopterus falcatus,Lazuline Sabrewing,lazsab1,473464091,FALSE,Mėlynagurklis kardasparnis kolibris
Campylopterus phainopeplus,Santa Marta Sabrewing,samsab1,615897668,FALSE,Santamartinis kardasparnis kolibris
Campylopterus villaviscensio,Napo Sabrewing,napsab1,203933941,FALSE,Napinis kardasparnis kolibris
Campylopterus duidae,Buf-breasted Sabrewing,bubsab1,251698811,FALSE,Kalninis kardasparnis kolibris
Eupetomena macroura,Swallow-tailed Hummingbird,swthum1,615734079,TRUE,Kregždinis kardasparnis kolibris
Eupherusa eximia,Stripe-tailed Hummingbird,stthum1,338084711,FALSE,Dryžauodegė euferuza
Eupherusa cyanophrys,Oaxaca Hummingbird,blchum2,314995221,FALSE,Oachakinė euferuza
Eupherusa poliocerca,White-tailed Hummingbird,whthum1,159540581,FALSE,Baltauodegė euferuza
Eupherusa nigriventris,Black-bellied Hummingbird,blbhum1,49396831,FALSE,Juodapilvė euferuza
Elvira chionura,White-tailed Emerald,whteme1,550101281,FALSE,Baltauodegė elvira
Elvira cupreiceps,Coppery-headed Emerald,coheme1,514574641,FALSE,Varinė elvira
Microchera albocoronata,Snowcap,snowca1,411448361,TRUE,Mikrochera
Chalybura buffonii,White-vented Plumeleteer,whvplu1,384086621,FALSE,
Chalybura urochrysia,Bronze-tailed Plumeleteer,brtplu1,614945172,FALSE,
Thalurania ridgwayi,Mexican Woodnymph,mexwoo1,321021151,FALSE,Meksikinė miškinė nimfa
Thalurania colombica,Crowned Woodnymph,crowoo1,457019911,TRUE,
Thalurania furcata,Fork-tailed Woodnymph,fotwoo1,387922001,FALSE,
Thalurania watertonii,Long-tailed Woodnymph,lotwoo2,297604711,FALSE,Ilgauodegė miškinė nimfa
Thalurania glaucopis,Violet-capped Woodnymph,vicwoo2,610870185,FALSE,Violetgalvė miškinė nimfa
Taphrospilus hypostictus,Many-spotted Hummingbird,mashum1,203931821,FALSE,Žaliataškis leucipas
Leucochloris albicollis,White-throated Hummingbird,whthum2,111487911,FALSE,Baltagurklis kolibris
Leucippus fallax,Buffy Hummingbird,bufhum1,385687761,FALSE,Rausvagurklis leucipas
Leucippus baeri,Tumbes Hummingbird,tumhum1,13285,FALSE,Tumbesinis leucipas
Leucippus taczanowskii,Spot-throated Hummingbird,spthum2,148395101,FALSE,Tačanovskio leucipas
Leucippus chlorocercus,Olive-spotted Hummingbird,olshum1,127581,FALSE,Dėmėtasis leucipas
Amazilia chionogaster,White-bellied Hummingbird,whbhum1,183293,FALSE,Baltapilvis leucipas
Amazilia viridicauda,Green-and-white Hummingbird,gawhum1,40116,FALSE,žalsvasis leucipas
Amazilia tzacatl,Rufous-tailed Hummingbird,rtlhum,6106,TRUE,Rusvauodegė amazilija
Amazilia castaneiventris,Chestnut-bellied Hummingbird,chbhum1,259282691,FALSE,Rudapilvė amazilija
Amazilia yucatanensis,Buff-bellied Hummingbird,bubhum,23954441,FALSE,Jukataninė amazilija
Amazilia rutila,Cinnamon Hummingbird,cinhum1,199442,TRUE,Cinamoninė amazilija
Amazilia amazilia,Amazilia Hummingbird,amahum1,84904151,FALSE,Lesono amazilija
Amazilia leucogaster,Plain-bellied Emerald,plbeme1,172069741,FALSE,Paprastoji žalioji amazilija
Amazilia versicolor,Versicolored Emerald,vereme1,90496871,FALSE,Spalvingoji žalioji amazilija
Amazilia brevirostris,White-chested Emerald,whceme1,221649,FALSE,Baltakrūtė žalioji amazilija
Amazilia franciae,Andean Emerald,andeme1,18035,FALSE,Andinė žalioji amazilija
Amazilia candida,White-bellied Emerald,whbeme1,207695311,FALSE,Baltapilvė žalioji amazilija
Amazilia luciae,Honduran Emerald,honeme1,519021121,FALSE,Hondūrinė polierata
Amazilia boucardi,Mangrove Hummingbird,manhum1,242225651,FALSE,Mangrovinė polierata
Amazilia amabilis,Blue-chested Hummingbird,blchum1,203095391,FALSE,
Amazilia decora,Charming Hummingbird,chahum1,48154691,FALSE,Žavingoji amazilija
Amazilia cyanocephala,Azure-crowned Hummingbird,azchum1,166718011,FALSE,Žydravainikė žalioji amazilija
Amazilia beryllina,Berylline Hummingbird,berhum,291644941,FALSE,Berilinė saucerocija
Amazilia cyanura,Blue-tailed Hummingbird,blthum1,177937741,FALSE,Mėlynuodegė saucerocija
Amazilia saucerrottei,Steely-vented Hummingbird,stvhum2,387654421,FALSE,
Amazilia cyanifrons,Indigo-capped Hummingbird,inchum1,469509331,FALSE,
Amazilia violiceps,Violet-crowned Hummingbird,vichum,245428751,FALSE,Violetavainikė žalioji amazilija
Amazilia viridifrons,Green-fronted Hummingbird,grfhum1,47719331,FALSE,Žaliakaktė žalioji amazilija
Amazilia wagneri,Cinnamon-sided Hummingbird,,,FALSE,
Amazilia fimbriata,Glittering-throated Emerald,glteme1,315889311,FALSE,
Amazilia lactea,Sapphire-spangled Emerald,saseme1,494469371,FALSE,Mėlynoji polierata
Amazilia bartletti,Spot-vented Emerald,,,FALSE,
Amazilia rosenbergi,Purple-chested Hummingbird,puchum1,245905,FALSE,Mėlyndėmė polierata
Amazilia edward,Snowy-bellied Hummingbird,snbhum1,167226701,FALSE,Snieginė saucerocija
Amazilia viridigaster,Green-bellied Hummingbird,grbhum1,165334091,FALSE,
Amazilia cupreicauda,Copper-tailed Hummingbird,gnbhum2,141887291,FALSE,rudauodegė saucerocija
Amazilia tobaci,Copper-rumped Hummingbird,corhum1,366083081,FALSE,Tobaginė saucerocija
Amazilia sapphirina,Rufous-throated Hummingbird,,,FALSE,Rusvagurklis safyras
Amazilia humboldtii,Humboldt's Hummingbird,,,FALSE,
Amazilia grayi,Gray's Hummingbird,,,FALSE,Mėlyngalvis safyras
Trochilus polytmus,Red-billed Streamertail,stream2,173316381,FALSE,
Trochilus scitulus,Black-billed Streamertail,stream3,204456,FALSE,Juodasnapis vėliavuodegis kolibris
Chrysuronia oenone,Golden-tailed Sapphire,gotsap1,68846,FALSE,
Goethalsia bella,Pirre Hummingbird,ruchum1,195030421,FALSE,Raudonskruostis kolibris
Goldmania violiceps,Violet-capped Hummingbird,vichum1,51649,FALSE,Goldmanija
Lepidopyga coeruleogularis,Sapphire-throated Hummingbird,sathum1,621885575,FALSE,
Lepidopyga lilliae,Sapphire-bellied Hummingbird,sabhum1,167379,FALSE,Lailio lepidopiga
Lepidopyga goudoti,Shining-green Hummingbird,shghum1,395654271,FALSE,Žalioji lepidopiga
Juliamyia julie,Violet-belied Hummingbird,,,FALSE,Juliaus damofila
Hylocharis eliciae,Blue-throated Goldentail,bltgol1,51785961,FALSE,Baltaausė bazilina
Hylocharis cyanus,White-chinned Sapphire,whcsap1,624733747,FALSE,Rusvagurklis safyras
Hylocharis chrysura,Gilded Hummingbird,gilhum1,114385521,TRUE,Auksuotasis safyras
Basilinna xantusii,Xanthus's Hummingbird,xanhum,616382357,FALSE,Juodakaktė bazilina
Basilinna leucotis,White-eared Hummingbird,whehum,373787061,FALSE,Baltaausė bazilina
Sternoclyta cyanopectus,Violet-chested Hummingbird,vichum2,287226,FALSE,Violetakrūtis kolibris
Hylonympha macrocerca,Scissor-tailed Hummingbird,scthum1,382591891,FALSE,Venesuelinė miškinė nimfa
Eugenes fulgens,Magnificent Hummingbird,maghum1,401927741,FALSE,
Panterpe insignis,Fiery-throated Hummingbird,fithum1,46235681,TRUE,Liepsnagurklis kolibris
Heliomaster constantii,Plain-capped Starthroat,plcsta,109155,FALSE,Paprastasis angelas
Heliomaster longirostris,Long-billed Starthroat,lobsta1,451442311,FALSE,Ilgasnapis angelas
Heliomaster squamosus,Stripe-breasted Starthroat,stbsta1,520946891,TRUE,Dryžakrūtis angelas
Heliomaster furcifer,Blue-tufted Starthroat,bltsta2,217496,TRUE,Mėlynasis angelas
Lampornis viridipallens,Green-throated Mountain-gem,gtmgem1,101,FALSE,
Lampornis sybillae,Green-breasted Mountain-gem,gbmgem1,141285911,FALSE,Žaliakrūtis lampornis
Lampornis amethystinus,Amethyst-throated Hummingbird,amthum1,615523568,FALSE,Ametistinis lampornis
Lampornis clemenciae,Blue-throated Hummingbird,buthum,452435381,FALSE,Mėlyngurklis lampornis
Lampornis hemileucus,White-bellied Mountain-gem,wbmgem1,558718511,FALSE,Baltapilvis lampornis
Lampornis calolaemus,Purple-throated Mountain-gem,ptmgem,72830,FALSE,
Lampornis cinereicauda,Grey-tailed Mountain-gem,,,FALSE,
Lampornis castaneoventris,White-throated Mountain-gem,wtmgem1,615159475,FALSE,
Lamprolaima rhami,Garnet-throated Hummingbird,gathum1,362559071,FALSE,Raudongurklis kolibris
Myrtis fanny,Purple-collared Woodstar,pucwoo1,630769732,FALSE,Purpurinis mirtis
Eulidia yarrellii,Chilean Woodstar,chiwoo1,651868516,FALSE,Čilinis mirtis
Rhodopis vesper,Oasis Hummingbird,oashum1,439762321,TRUE,Oazinis kolibris
Thaumastura cora,Peruvian Sheartail,pershe2,439751101,FALSE,Peruvinis kolibris
Chaetocercus mulsant,White-bellied Woodstar,whbwoo6,509223161,TRUE,Baltapilvė miško žvaigždė
Chaetocercus bombus,Little Woodstar,litwoo5,203979441,FALSE,Mažoji miško žvaigždė
Chaetocercus heliodor,Gorgeted Woodstar,gorwoo2,68289161,FALSE,
Chaetocercus astreans,Santa Marta Woodstar,samwoo2,608697168,FALSE,Santamartinė miško žvaigždė
Chaetocercus berlepschi,Esmeraldas Woodstar,esmwoo2,471713701,FALSE,Žalioji miško žvaigždė
Chaetocercus jourdanii,Rufous-shafted Woodstar,ruswoo1,249144041,FALSE,Rožinė miško žvaigždė
Myrmia micrura,Short-tailed Woodstar,shtwoo1,471976321,TRUE,Trumpauodegis kolibris
Microstilbon burmeisteri,Slender-tailed Woodstar,sltwoo1,617549628,FALSE,Liaunauodegis kolibris
Calliphlox amethystina,Amethyst Woodstar,amewoo1,622627532,TRUE,Paprastasis kalifloksas
Calliphlox evelynae,Bahama Woodstar,bahwoo,32872721,FALSE,
Calliphlox bryantae,Magenta-throated Woodstar,matwoo1,469921491,FALSE,Violetagurklis kalifloksas
Calliphlox mitchellii,Purple-throated Woodstar,putwoo1,203699321,FALSE,Mičelo kalifloksas
Doricha enicura,Slender Sheartail,sleshe1,474780291,FALSE,Lieknoji doricha
Doricha eliza,Mexican Sheartail,mexshe1,33207121,FALSE,Meksikinė doricha
Tilmatura dupontii,Sparkling-tailed Woodstar,spthum1,85419291,FALSE,Žėrintysis kolibris
Calothorax lucifer,Lucifer Hummingbird,luchum,456261851,FALSE,Mėlynbarzdis puošnusis kolibris
Calothorax pulcher,Beautiful Hummingbird,beahum1,475161391,FALSE,Paprastasis puošnusis kolibris
Mellisuga minima,Vervain Hummingbird,verhum1,203886251,FALSE,Nykštukinis kamaninis kolibris
Mellisuga helenae,Bee Hummingbird,beehum1,121901,TRUE,Paprastasis kamaninis kolibris
Calypte anna,Anna's Hummingbird,annhum,406556071,TRUE,Anos kalipta
Calypte costae,Costa's Hummingbird,coshum,203939681,FALSE,Kosto kalipta
Archilochus alexandri,Black-chinned Hummingbird,bkchum,220757581,TRUE,Juodagurklis archilochas
Archilochus colubris,Ruby-throated Hummingbird,rthhum,604314061,TRUE,Paprastasis archilochas
Selasphorus platycercus,Broad-tailed Hummingbird,brthum,303538531,FALSE,Plačiauodegis selasforas
Selasphorus calliope,Calliope Hummingbird,calhum,283565581,FALSE,Kaliopė
Selasphorus rufus,Rufous Hummingbird,rufhum,457241371,TRUE,Rausvasis selasforas
Selasphorus sasin,Allen's Hummingbird,allhum,123291231,FALSE,Aleno selasforas
Selasphorus flammula,Volcano Hummingbird,volhum1,49402841,FALSE,Vulkaninis selasforas
Selasphorus scintilla,Scintillant Hummingbird,scihum1,186080321,FALSE,Žvilgusis selasforas
Selasphorus ardens,Glow-throated Hummingbird,glthum1,616224105,FALSE,Ugninis selasforas
Atthis heloisa,Bumblebee Hummingbird,bumhum,203996491,FALSE,Paprastasis elfinis kolibris
Atthis ellioti,Wine-throated Hummingbird,withum1,20352,FALSE,Raudongurklis elfinis kolibris
OPISTHOCOMIFORMES,,,,FALSE,
OPISTHOCOMIDAE,Hoatzin,hoatzi1,325134081,TRUE,
Opisthocomus hoazin,Hoatzin,hoatzi1,325134081,TRUE,Hoacinas
Clamator jacobinus,Jacobin Cuckoo,piecuc1,8204,FALSE,Jakobinų kuoduotoji gegutė
Clamator levaillantii,Levaillant's Cuckoo,levcuc1,8206,FALSE,Afrikinė kuoduotoji gegutė
Clamator coromandus,Chestnut-winged Cuckoo,chwcuc1,618704316,FALSE,Rudasparnė kuoduotoji gegutė
Clamator glandarius,Great Spotted Cuckoo,grscuc1,59209431,FALSE,Didžioji kuoduotoji gegutė
Coccycua minuta,Little Cuckoo,litcuc2,303630481,FALSE,Mažoji piaja
Coccycua pumila,Dwarf Cuckoo,dwacuc1,71989,FALSE,Nykštukinė amerikinė gegutė
Coccycua cinerea,Ash-colored Cuckoo,asccuc1,613645477,FALSE,Peleninė amerikinė gegutė
Piaya mexicana,Mexican Squirrel-cuckoo,squcuc2,109209,FALSE,
Piaya cayana,Common Squirrel-cuckoo,squcuc1,373492111,TRUE,
Piaya melanogaster,Black-bellied Cuckoo,blbcuc1,203919001,FALSE,Juodapilvė piaja
Coccyzus americanus,Yellow-billed Cuckoo,yebcuc,634354421,TRUE,Geltonsnapė amerikinė gegutė
Coccyzus euleri,Pearly-breasted Cuckoo,pebcuc1,318062371,FALSE,perlinė amerikinė gegutė
Coccyzus minor,Mangrove Cuckoo,mancuc,100789631,FALSE,
Coccyzus ferrugineus,Cocos Cuckoo,coccuc1,512767411,FALSE,rudoji amerikinė gegutė
Coccyzus melacoryphus,Dark-billed Cuckoo,dabcuc1,132854,FALSE,galapaginė amerikinė gegutė
Coccyzus erythrophtalmus,Black-billed Cuckoo,bkbcuc,479617311,FALSE,raudonakė amerikinė gegutė
Coccyzus lansbergi,Grey-capped Cuckoo,gyccuc,203930011,FALSE,Lansbergo amerikinė gegutė
Coccyzus pluvialis,Chestnut-bellied Cuckoo,chbcuc4,203886231,FALSE,Kaštonpilvis hietornis
Coccyzus rufigularis,Bay-breasted Cuckoo,babcuc4,75700181,FALSE,Dominikinis hietornis
Coccyzus merlini,Cuban Lizard-cuckoo,grelic1,203885341,FALSE,Didžioji driežinė gegutė
Coccyzus bahamensis,Bahama Lizard-cuckoo,,,FALSE,
Coccyzus vetula,Jamaican Lizard-cuckoo,jamlic1,203886271,FALSE,
Coccyzus longirostris,Hispaniolan Lizard-cuckoo,hislic1,181775701,FALSE,Haitinė driežinė gegutė
Coccyzus vieilloti,Puerto Rican Lizard-cuckoo,purlic1,204011811,FALSE,Puertorikinė driežinė gegutė
†Nannococcyx psix,St Helena Cuckoo,,,FALSE,
Pachycoccyx audeberti,Thick-billed Cuckoo,thbcuc1,586937891,FALSE,Storasnapė gegutė
Microdynamis parva,Dwarf Koel,dwakoe1,166190461,FALSE,Mažasis koelis
Eudynamys scolopaceus,Western Koel,asikoe2,85461311,TRUE,
Eudynamys orientalis,Eastern Koel,asikoe3,44253641,FALSE,
Urodynamys taitensis,Long-tailed Koel,lotkoe1,203924211,FALSE,Ilgauodegis koelis
Scythrops novaehollandiae,Channel-billed Cuckoo,chbcuc2,191800241,FALSE,Raukšlėtasnapė gegutė
Chalcites megarhynchus,Long-billed Cuckoo,lobcuc1,628921068,FALSE,Ilgasnapė gegutė
Chalcites basalis,Horsfield's Bronze-cuckoo,hobcuc1,643176739,TRUE,Horsfildo bronzinė gegutė
Chalcites osculans,Black-eared Cuckoo,blecuc1,608848789,FALSE,Juodaausė bronzinė gegutė
