Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,jp,jp_latn
Nisaetus nipalensis,Mountain Hawk-eagle,mouhae1,533521141,FALSE,クマタカ,
Nisaetus bartelsi,Javan Hawk-eagle,javhae1,485521631,FALSE,ジャワクマタカ,
Nisaetus nanus,Wallace's Hawk-eagle,walhae1,282798,FALSE,ウォーレスクマタカ,
Nisaetus alboniger,Blyth's Hawk-eagle,blyhae1,620701450,FALSE,カオグロクマタカ,
Nisaetus lanceolatus,Sulawesi Hawk-eagle,sulhae1,203909261,FALSE,セレベスクマタカ,
Nisaetus philippensis,North Philippine Hawk-eagle,phihae1,203997421,FALSE,フィリピンクマタカ,
Nisaetus pinskeri,South Philippine Hawk-eagle,pinhae1,421059261,FALSE,ピンスカークマタカ,
Nisaetus cirrhatus,Changeable Hawk-eagle,y00839,251042241,FALSE,インドクマタカ,
Nisaetus floris,Flores Hawk-eagle,flohae1,609103067,FALSE,インドクマタカ,
Lophotriorchis kienerii,Rufous-bellied Eagle,rubeag2,320993571,FALSE,アカハラクマタカ,
Polemaetus bellicosus,Martial Eagle,mareag1,425796191,FALSE,ゴマバラワシ,
Spizaetus tyrannus,Black Hawk-eagle,blheag1,382920141,FALSE,クロクマタカ,
Spizaetus melanoleucus,Black-and-white Hawk-eagle,bawhae1,305703241,FALSE,ワシノスリ,
Spizaetus ornatus,Ornate Hawk-eagle,orheag1,207695371,FALSE,アカエリクマタカ,
Spizaetus isidori,Black-and-chestnut Eagle,baceag2,190160601,FALSE,アカクロクマタカ,
Ictinaetus malaiensis,Black Eagle,blaeag1,426580691,FALSE,カザノワシ,
Lophaetus occipitalis,Long-crested Eagle,loceag1,609066606,FALSE,エボシクマタカ,
Clanga pomarina,Lesser Spotted Eagle,leseag1,625831477,FALSE,アシナガワシ,
Clanga hastata,Indian Spotted Eagle,inseag1,621508122,FALSE,インドワシ,
Clanga clanga,Greater Spotted Eagle,grseag1,633609421,TRUE,カラフトワシ,
Aquila rapax,Tawny Eagle,taweag1,632606154,FALSE,アフリカソウゲンワシ/ソウゲンワシ,
Aquila nipalensis,Steppe Eagle,steeag1,211633851,TRUE,ソウゲンワシ,
Aquila adalberti,Spanish Imperial Eagle,spaeag1,630788286,FALSE,ニシカタジロワシ,
Aquila heliaca,Eastern Imperial Eagle,impeag1,605642091,TRUE,カタシロワシ,
Aquila gurneyi,Gurney's Eagle,gureag1,,FALSE,モルッカイヌワシ,
Aquila chrysaetos,Golden Eagle,goleag,202143881,TRUE,イヌワシ,
Aquila audax,Wedge-tailed Eagle,weteag1,204008151,TRUE,オナガイヌワシ,
Aquila verreauxii,Verreaux's Eagle,vereag1,278444,FALSE,コシジロイヌワシ,
Aquila fasciata,Bonelli's Eagle,boneag2,535764151,TRUE,ボネリークマタカ,
Aquila spilogaster,African Hawk-eagle,afrhae1,28073311,FALSE,モモジロクマタカ,
Aquila africana,Cassin's Hawk-eagle,cashae1,528593631,FALSE,アフリカクマタカ,
Hieraaetus wahlbergi,Wahlberg's Eagle,waheag3,194536401,FALSE,ヒメイヌワシ,
Hieraaetus pennatus,Booted Eagle,booeag1,269267001,FALSE,ヒメクマタカ,
Hieraaetus weiskei,Pygmy Eagle,liteag3,648364054,FALSE,コビトクマタカ,
Hieraaetus morphnoides,Little Eagle,liteag1,273379511,FALSE,アカヒメクマタカ,
Hieraaetus ayresii,Ayres's Hawk-eagle,ayheag1,142208511,FALSE,シロハラクマタカ,
Kaupifalco monogrammicus,Lizard Buzzard,lizbuz1,4350,FALSE,トカゲノスリ,
Melierax metabates,Dark Chanting-goshawk,dacgos1,633021894,FALSE,ウタオオタカ,
Melierax canorus,Pale Chanting-goshawk,pacgos1,582106661,FALSE,コシジロウタオオタカ,
Melierax poliopterus,Eastern Chanting-goshawk,eacgos1,280118,FALSE,ヒガシコシジロウタオオタカ,
Micronisus gabar,Gabar Goshawk,gabgos2,634391127,FALSE,カワリウタオオタカ,
Harpagus bidentatus,Double-toothed Kite,dotkit1,470408421,FALSE,ハバシトビ,
Harpagus diodon,Rufous-thighed Kite,rutkit1,292552981,FALSE,モモアカトビ,
CATHARTIFORMES,,,,FALSE,,
CATHARTIDAE,New World Vultures,,,FALSE,ズアカハゲチメドリ,
Cathartes aura,Turkey Vulture,turvul,317760061,TRUE,ヒメコンドル,
Cathartes burrovianus,Lesser Yellow-headed Vulture,lyhvul1,437900471,FALSE,キガシラコンドル,
Cathartes melambrotus,Greater Yellow-headed Vulture,gyhvul1,482548071,FALSE,オオキガシラコンドル,
Coragyps atratus,American Black Vulture,blkvul,458200071,TRUE,クロコンドル,
Sarcorhamphus papa,King Vulture,kinvul1,166695961,TRUE,トキイロコンドル,
Gymnogyps californianus,California Condor,calcon,163900,TRUE,カリフォルニアコンドル,
Vultur gryphus,Andean Condor,andcon1,220146481,TRUE,コンドル,
ACCIPITRIFORMES,Diurnal raptor sp.,diurap1,87390,FALSE,,
SAGITTARIIDAE,Secretarybird,secret2,348379561,FALSE,,
Sagittarius serpentarius,Secretarybird,secret2,348379561,FALSE,ヘビクイワシ,
PANDIONIDAE,Osprey,osprey,34075051,TRUE,,
Pandion haliaetus,Osprey,osprey,34075051,TRUE,ミサゴ,
ACCIPITRIDAE,Hawks Eagles,,,FALSE,ハゲワシ亜科,
Elanus caeruleus,Black-winged Kite,bkskit1,465025481,FALSE,カタグロトビ,
Elanus axillaris,Black-shouldered Kite,auskit1,335258821,TRUE,オーストラリアカタグロトビ,
Elanus leucurus,White-tailed Kite,whtkit,4329,FALSE,オジロトビ,
Elanus scriptus,Letter-winged Kite,lewkit1,642470917,FALSE,クロオビトビ,
Gampsonyx swainsonii,Pearl Kite,peakit1,58956,FALSE,シンジュトビ,
Chelictinia riocourii,Scissor-tailed Kite,sctkit1,4317,FALSE,アフリカツバメトビ,
Leptodon cayanensis,Grey-headed Kite,grhkit1,266536541,FALSE,ハイガシラトビ,
Leptodon forbesi,White-collared Kite,whckit1,622581947,FALSE,シロエリトビ,
Chondrohierax uncinatus,Hook-billed Kite,hobkit,141335,FALSE,カギハシトビ,
Chondrohierax wilsonii,Cuban Kite,hobkit2,,FALSE,,
Elanoides forficatus,Swallow-tailed Kite,swtkit,133304,FALSE,ツバメトビ,
Pernis apivorus,European Honey-buzzard,euhbuz1,203695051,TRUE,ヨーロッパハチクマ,
Pernis ptilorhynchus,Oriental Honey-buzzard,orihob2,285082491,FALSE,ハチクマ,
Pernis celebensis,Sulawesi Honey-buzzard,barhob1,,FALSE,ヨコジマハチクマ,
Pernis steerei,Philippine Honey-buzzard,barhob2,609063968,FALSE,ヨコジマハチクマ (steerei),
Hamirostra melanosternon,Black-breasted Buzzard,bkbkit1,647824418,FALSE,クロムネトビ,
Lophoictinia isura,Square-tailed Kite,sqtkit1,611032162,FALSE,シラガトビ,
Henicopernis longicauda,Long-tailed Honey-Buzzard,lthbuz1,,FALSE,オナガハチクマ,
Henicopernis infuscatus,Black Honey-Buzzard,blhbuz1,,FALSE,クロハチクマ,
Aviceda cuculoides,African Cuckoo-hawk,afrcuh1,434619211,FALSE,アフリカカッコウハヤブサ,
Aviceda madagascariensis,Madagascar Cuckoo-hawk,madcuh1,95167,FALSE,マダガスカルカッコウハヤブサ,
Aviceda jerdoni,Jerdon's Baza,jerbaz1,203944101,FALSE,チャイロカッコウハヤブサ,
Aviceda subcristata,Pacific Baza,pacbaz1,556362701,FALSE,カンムリカッコウハヤブサ,
Aviceda leuphotes,Black Baza,blabaz1,633664127,FALSE,クロカッコウハヤブサ,
Eutriorchis astur,Madagascar Serpent-eagle,maseag1,,FALSE,マダガスカルヘビワシ,
Polyboroides typus,African Harrier-hawk,afhhaw1,223342921,FALSE,チュウヒダカ,
Polyboroides radiatus,Madagascar Harrier-hawk,mahhaw1,93905,FALSE,マダガスカルチュウヒダカ,
Gypohierax angolensis,Palm-nut Vulture,panvul1,310236,FALSE,ヤシハゲワシ,
Gypaetus barbatus,Bearded Vulture,lammer1,353604881,FALSE,ヒゲワシ,
Neophron percnopterus,Egyptian Vulture,egyvul1,354072661,FALSE,エジプトハゲワシ,
Circus aeruginosus,Western Marsh-harrier,wemhar1,613407946,TRUE,ヨーロッパチュウヒ,
Circus spilonotus,Eastern Marsh-harrier,easmah1,549698611,FALSE,チュウヒ,
Circus approximans,Swamp Harrier,swahar1,259809771,FALSE,ミナミチュウヒ,
Circus ranivorus,African Marsh-harrier,afmhar1,4318,FALSE,アフリカチュウヒ,
Circus maillardi,Madagascar Marsh-harrier,reuhar2,642706114,FALSE,レユニオンチュウヒ,
Circus buffoni,Long-winged Harrier,lowhar1,613614215,FALSE,ハネナガチュウヒ,
Circus assimilis,Spotted Harrier,spohar1,634842908,FALSE,ウスユキチュウヒ,
Circus maurus,Black Harrier,blahar1,622404884,FALSE,クロチュウヒ,
Circus cyaneus,Hen Harrier,norhar1,493144381,FALSE,ハイイロチュウヒ/アメリカハイイロチュウヒ,
Circus hudsonius,Northern Harrier,norhar2,248049481,TRUE,アメリカハイイロチュウヒ,
Circus cinereus,Cinereous Harrier,cinhar1,210066391,FALSE,アンデスチュウヒ,
Circus macrourus,Pallid Harrier,palhar1,68671901,FALSE,ウスハイイロチュウヒ,
Circus melanoleucus,Pied Harrier,piehar1,196391291,FALSE,マダラチュウヒ,
Circus pygargus,Montagu's Harrier,monhar1,351289931,TRUE,ヒメハイイロチュウヒ,
Accipiter poliogaster,Grey-bellied Goshawk,gybhaw1,558225821,FALSE,セグロオオタカ,
Accipiter trivirgatus,Crested Goshawk,cregos1,291362181,FALSE,カンムリオオタカ,
Accipiter griseiceps,Sulawesi Goshawk,sulgos1,,FALSE,セレベスオオタカ,
Accipiter toussenelii,Red-chested Goshawk,,,FALSE,,
Accipiter tachiro,African Goshawk,afrgos1,203919591,FALSE,アフリカオオタカ,
Accipiter castanilius,Chestnut-flanked Sparrowhawk,chfspa1,,FALSE,ワキアカハイタカ,
Accipiter badius,Shikra,shikra1,282934151,FALSE,タカサゴダカ,
Accipiter butleri,Nicobar Sparrowhawk,nicspa1,610320277,FALSE,ニコバルハイタカ,
Accipiter brevipes,Levant Sparrowhawk,levspa1,102917821,FALSE,レバントハイタカ,
Accipiter soloensis,Chinese Goshawk,,,FALSE,アカハラダカ,
Accipiter francesiae,Frances's Sparrowhawk,fragos2,203978961,FALSE,シロハラハイタカ,
Accipiter trinotatus,Spot-tailled Goshawk,,,FALSE,シラボシオオタカ,
Accipiter sylvestris,Lesser Sundas Goshawk,,,FALSE,,
Accipiter hiogaster,Variable Goshawk,vargos1,203994701,FALSE,カワリオオタカ,
A. h. griseogularis,Grey-throated Goshawk,,,FALSE,,
Accipiter novaehollandiae,Grey Goshawk,,,FALSE,,
Accipiter poliocephalus,Grey-headed Goshawk,,,FALSE,ハイガシラオオタカ,
Accipiter princeps,New Britain Goshawk,nebgos1,,FALSE,オオハイガシラオオタカ,
Accipiter fasciatus,Brown Goshawk,brogos1,629541704,FALSE,,
Accipiter melanochlamys,Black-mantled Goshawk,blmgos1,,FALSE,クロアカオオタカ,
Accipiter albogularis,Pied Goshawk,piegos1,634784138,FALSE,,
Accipiter haplochrous,White-bellied Sparrowhawk,,,FALSE,ムナグロオオタカ,
Accipiter rufitorques,Fiji Goshawk,fijgos1,203908381,FALSE,フィジーオオタカ,
Accipiter henicogrammus,Moluccan Goshawk,molgos1,203906781,FALSE,チャバラオオタカ,
Accipiter luteoschistaceus,Slaty-backed Goshawk,,,FALSE,アオハイタカ,
Accipiter imitator,Imitator Goshawk,,,FALSE,シロクロオオタカ,
Accipiter erythropus,Red-thighed Sparrowhawk,retspa1,434682891,FALSE,ニシアフリカツミ,
Accipiter minullus,Little Sparrowhawk,litspa1,627268191,FALSE,アフリカツミ,
Accipiter gularis,Japanese Sparrowhawk,japspa1,329104491,FALSE,,
Accipiter virgatus,Besra,besra1,471424081,FALSE,,
Accipiter nanus,Dwarf Sparrowhawk,,,FALSE,セレベスツミ,
Accipiter erythrauchen,Rufous-necked Sparrowhawk,runspa1,616606454,FALSE,モルッカツミ,
Accipiter cirrhocephalus,Collared Sparrowhawk,colspa1,412118721,FALSE,アカエリツミ,
Accipiter brachyurus,New Britain Sparrowhawk,nebspa1,,FALSE,シロハラツミ,
Accipiter rhodogaster,Vinous-breasted Sparrowhawk,vibspa1,267147611,FALSE,ムネアカツミ,
Accipiter madagascariensis,Madagascar Sparrowhawk,madspa1,203989991,FALSE,マダガスカルハイタカ,
Accipiter ovampensis,Ovambo Sparrowhawk,ovaspa2,643864722,FALSE,サバンナハイタカ,
Accipiter nisus,Eurasian Sparrowhawk,eurspa1,496607621,TRUE,ハイタカ,
Accipiter rufiventris,Rufous-breasted Sparrowhawk,rucspa2,405351511,FALSE,ムネアカハイタカ,
Accipiter striatus,Sharp-shinned Hawk,shshaw,91176131,FALSE,アシボソハイタカ,
A. s. chionogaster,White-breasted Hawk,,,FALSE,,
A. s. ventralis,Plain-breasted Hawk,,,FALSE,,
A. s. erythronemius,Rufous-thighed Hawk,,,FALSE,,
Accipiter cooperii,Cooper's Hawk,coohaw,231229351,TRUE,クーパーハイタカ,
Accipiter gundlachi,Gundlach's Hawk,gunhaw1,183590,FALSE,ズグロハイタカ,
Accipiter bicolor,Bicolored Hawk,bichaw1,512444021,FALSE,,
A. b. chilensis,Chilean Hawk,bichaw4,291112731,FALSE,,
Accipiter henstii,Henst's Goshawk,hengos1,203970221,FALSE,マダガスカルオオタカ,
Accipiter melanoleucus,Black Sparrowhawk,,,FALSE,オオハイタカ,
Accipiter gentilis,Northern Goshawk,,,TRUE,オオタカ／アメリカオオタカ,
A. g. atricapillus,American Goshawk,norgos,124126921,FALSE,,
Accipiter meyerianus,Meyer's Goshawk,meygos1,,FALSE,シロハラオオタカ,
Accipiter collaris,Semi-collared Hawk,,,FALSE,ナンベイアカエリツミ,
Accipiter superciliosus,Tiny Hawk,tinhaw1,250820571,FALSE,ヒメハイタカ,
Erythrotriorchis buergersi,Chestnut-shouldered Goshawk,chsgos1,,FALSE,カタアカオオタカ,
Erythrotriorchis radiatus,Red Goshawk,redgos1,62325001,FALSE,アカオオタカ,
Megatriorchis doriae,Doria's Hawk,dorgos1,251433971,FALSE,パプアオオタカ,
Urotriorchis macrourus,Long-tailled Hawk,lothaw1,203922951,FALSE,オナガオオタカ,
Haliaeetus leucogaster,White-bellied Sea-eagle,wbseag1,363042201,TRUE,シロハラウミワシ,
Haliaeetus sanfordi,Sanford's Sea-eagle,solsee1,247231,FALSE,ソロモンウミワシ,
Haliaeetus vocifer,African Fish-eagle,affeag1,4343,FALSE,サンショクウミワシ,
Haliaeetus vociferoides,Madagascar Fish-eagle,mafeag1,609067051,FALSE,マダガスカルウミワシ,
Haliaeetus leucoryphus,Pallas's Fish-eagle,pafeag1,516134901,FALSE,キガシラウミワシ,
Haliaeetus albicilla,White-tailed Sea-eagle,whteag,59245071,FALSE,オジロワシ,
Haliaeetus leucocephalus,Bald Eagle,baleag,200943,TRUE,ハクトウワシ,
Haliaeetus pelagicus,Steller's Sea-eagle,stseag,21723301,TRUE,オオワシ,
Ichthyophaga humilis,Lesser Fishing-eagle,,,FALSE,コウオクイワシ,
Ichthyophaga ichthyaetus,Grey-headed Fishing-eagle,,,FALSE,ウオクイワシ,
Haliastur sphenurus,Whistling Kite,whikit1,352796781,FALSE,フエフキトビ,
Haliastur indus,Brahminy Kite,brakit1,83210301,TRUE,シロガシラトビ,
Milvus milvus,Red Kite,redkit1,203909571,TRUE,アカトビ,
M. m. fasciicauda,Cape Verde Kite,,,FALSE,,
Milvus migrans,Black Kite,blakit1,1520,FALSE,トビ,
M. m. lineatus,Black-eared Kite,,,FALSE,,
M. m. aegyptius,Egyptian Kite,,,FALSE,,
M. m. parasitus,Yellow-billed Kite,,,FALSE,,
Busarellus nigricollis,Black-collared Hawk,blchaw1,390462921,FALSE,ミサゴノスリ,
Geranospiza caerulescens,Crane Hawk,crahaw,362108361,FALSE,セイタカノスリ,
Butastur rufipennis,Grasshopper Buzzard,grabuz1,310025,FALSE,アフリカサシバ,
Butastur teesa,White-eyed Buzzard,whebuz1,650739018,FALSE,メジロサシバ,
Butastur liventer,Rufous-winged Buzzard,ruwbuz1,493615851,FALSE,チャバネサシバ,
Butastur indicus,Grey-faced Buzzard,gyfbuz1,172332401,FALSE,サシバ,
Ictinia mississippiensis,Mississippi Kite,miskit,256194901,TRUE,ミシシッピートビ,
Ictinia plumbea,Plumbeous Kite,plukit1,166718721,FALSE,ムシクイトビ,
Rostrhamus sociabilis,Snail Kite,snakit,199688641,FALSE,タニシトビ,
Helicolestes hamatus,Slender-billed Kite,slbkit1,203886641,FALSE,ハシボソトビ,
Ropornis magnirostris,Roadside Hawk,roahaw,165010761,TRUE,,
Parabuteo unicinctus,Harris' Hawk,hrshaw,132150761,FALSE,モモアカノスリ,
Parabuteo leucorrhous,White-rumped Hawk,whrhaw1,380636931,FALSE,コシジロノスリ,
Cryptoleucopteryx plumbea,Plumbeous Hawk,pluhaw,46115981,FALSE,ヒメアオノスリ,
Buteogallus schistaceus,Slate-colored Hawk,slchaw2,88302,FALSE,アオノスリ,
Buteogallus anthracinus,Common Black Hawk,comblh1,140250,FALSE,クロノスリ,
B. a. subtilis,Mangrove Black Hawk,,,FALSE,,
Buteogallus gundlachii,Cuban Black Hawk,cubblh1,138895,FALSE,キューバノスリ,
Buteogallus aequinoctialis,Rufous Crab-hawk,ruchaw1,382669101,FALSE,カニクイノスリ,
Buteogallus meridionalis,Savanna Hawk,savhaw1,325148961,TRUE,サバンナノスリ,
Buteogallus lacernulatus,White-necked Hawk,whnhaw2,596818241,FALSE,シロエリノスリ,
Buteogallus urubitinga,Great Black Hawk,grbhaw1,514949,FALSE,オオクロノスリ,
Buteogallus solitarius,Black Solitary Eagle,soleag1,313522281,FALSE,オグロカンムリノスリ,
Buteogallus coronatus,Crowned Solitary Eagle,croeag1,630489203,FALSE,カンムリノスリ,
Morphnarchus princeps,Bared Hawk,barhaw1,141505181,FALSE,ヨコジマノスリ,
Geranoaetus albicaudatus,White-tailed Hawk,whthaw,398001741,FALSE,オジロノスリ,
Geranoaetus polyosoma,Red-backed Hawk,rebhaw2,608875099,FALSE,セアカノスリ,
G. p. poecilochrous,Puna Hawk,,,FALSE,,
Geranoaetus melanoleucus,Black-chested Buzzard-eagle,bcbeag1,242845561,FALSE,ワシノスリ,
Pseudastur albicollis,White Hawk,whihaw1,501387911,FALSE,シロノスリ,
Pseudastur occidentalis,Grey-backed Hawk,gybhaw2,286084,FALSE,ハイセノスリ,
Pseudastur polionotus,Mantled Hawk,manhaw2,632273772,FALSE,セグロノスリ,
Leucopternis semiplumbeus,Semiplumbeous Hawk,semhaw,406906011,FALSE,セアオノスリ,
Leucopternis melanops,Black-faced Hawk,blfhaw1,386349501,FALSE,カオグロノスリ,
Leucopternis kuhli,White-browed Hawk,whbhaw2,89158,FALSE,シロマユノスリ,
†Bermuteo avivorus,Bermuda Hawk,berhaw1,,FALSE,,
Buteo plagiatus,Grey Hawk,gryhaw2,288257391,FALSE,ミナミハイイロノスリ,
Buteo nitidus,Grey-lined Hawk,gryhaw3,58985,FALSE,ミナミハイイロノスリ/ハイイロノスリ,
Buteo ridgwayi,Ridgway's Hawk,ridhaw1,179952081,FALSE,ヒスパニオラノスリ,
Buteo lineatus,Red-shouldered Hawk,reshaw,229090,TRUE,カタアカノスリ,
Buteo platypterus,Broad-winged Hawk,brwhaw,4308,TRUE,ハネビロノスリ,
Buteo solitarius,Hawaiian Hawk,hawhaw,5197,FALSE,ハワイノスリ,
Buteo albigula,White-throated Hawk,whthaw1,180196801,FALSE,アンデスミジカオノスリ,
Buteo brachyurus,Short-tailed Hawk,shthaw,136268,FALSE,ミジカオノスリ,
Buteo swainsoni,Swainson's Hawk,swahaw,54752421,TRUE,アレチノスリ,
Buteo galapagoensis,Galapagos Hawk,galhaw1,624845605,FALSE,ガラパゴスノスリ,
Buteo albonotatus,Zone-tailed Hawk,zothaw,140243,FALSE,オビオノスリ,
Buteo jamaicensis,Red-tailed Hawk,rethaw,229578,TRUE,アカオノスリ,
Buteo ventralis,Rufous-tailed Hawk,ruthaw1,241371421,FALSE,ナンベイアカオノスリ,
Buteo lagopus,Rough-legged Buzzard,rolhaw,133344,FALSE,ケアシノスリ,
Buteo regalis,Ferruginous Hawk,ferhaw,505924511,TRUE,アカケアシノスリ,
Buteo auguralis,Red-necked Buzzard,renbuz1,641551236,FALSE,アフリカアカオノスリ,
Buteo augur,Augur Buzzard,augbuz2,31365371,FALSE,ヨゲンノスリ,
Buteo rufofuscus,Jackal Buzzard,jacbuz1,275748,FALSE,アカクロノスリ,
Buteo buteo,Eurasian Buzzard,combuz1,207612071,TRUE,ヨーロッパノスリ,
B. b. vulpinus,Steppe Buzzard,,,FALSE,,
B. b. menetriesi,Eastern Steppe Buzzard,,,FALSE,,
Buteo japonicus,Japanese Buzzard,combuz6,626281008,FALSE,ノスリ,
Buteo refectus,Himalayan Buzzard,combuz9,173593161,FALSE,ヒマラヤノスリ/ノスリ,
Buteo oreophilus,Mountain Buzzard,moubuz2,190292641,FALSE,マダラノスリ,
Buteo trizonatus,Forest Buzzard,moubuz3,318455561,FALSE,モリノスリ,
Buteo brachypterus,Madagascar Buzzard,madbuz1,91664,FALSE,マダガスカルノスリ,
Buteo rufinus,Long-legged Buzzard,lolbuz1,610599143,FALSE,ニシオオノスリ,
Buteo socotraensis,Socotra Buzzard,socbuz1,625122638,FALSE,ソコトラノスリ,
