Latin,English,Croatian
Procnias averano,Bearded Bellbird,smeđoglava kotinga
Cotinga maynana,Plum-throated Cotinga,žutooka kotinga
Cotinga cayana,Spangled Cotinga,crnorepa kotinga
Cotinga amabilis,Lovely Cotinga,ljubičastogrla kotinga
Cotinga nattererii,Blue Cotinga,plava kotinga
Cotinga ridgwayi,Turquoise Cotinga,tirkizna kotinga
Cotinga maculata,Banded Cotinga,bahijska kotinga
Cotinga cotinga,Purple-breasted Cotinga,grimiznoprsa kotinga
Porphyrolaema porphyrolaema,Purple-throated Cotinga,bjeloprsa kotinga
Conioptilon mcilhennyi,Black-faced Cotinga,crnolica kotinga
Gymnoderus foetidus,Bare-necked Fruitcrow,modrovrata kotinga
Xipholena punicea,Pompadour Cotinga,grimizna kotinga
Xipholena lamellipennis,White-tailed Cotinga,bjelorepa kotinga
Xipholena atropurpura,White-winged Cotinga,bjelokrila kotinga
Carpodectes hopkei,Black-tipped Cotinga,bijela kotinga
Carpodectes antoniae,Yellow-billed Cotinga,žutokljuna kotinga
Carpodectes nitidus,Snowy Cotinga,snježna kotinga
Pachyramphus validus,Crested Becard,kudravi satir
Pachyramphus surinamus,Glossy-backed Becard,bjelotrbi satir
Pachyramphus cinnamomeus,Cinnamon Becard,cimetasti satir
Pachyramphus castaneus,Chestnut-crowned Becard,kestenjastokapi satir
Pachyramphus uropygialis,Western Grey-collared Becard,meksički satir
Pachyramphus major,Eastern Grey-collared Becard,sivovrati satir
Pachyramphus marginatus,Black-capped Becard,crnokapi satir
Pachyramphus polychopterus,White-winged Becard,bjelokrili satir
Pachyramphus albogriseus,Black-and-white Becard,planinski satir
Schiffornis major,Varzea Schiffornis,riđi satir
Schiffornis virescens,Greenish Schiffornis,smeđokrili satir
Schiffornis olivacea,Olivaceous Mourner,maslinasti satir
Schiffornis stenorhyncha,Russet-winged Mourner,cimetastokrili satir
Schiffornis turdina,Brown-winged Mourner,riđokrili satir
Schiffornis aenea,Foothill Mourner,gorski satir
Schiffornis veraepacis,Northern Mourner,srednjoamerički satir
Laniocera rufescens,Speckled Mourner,cimetastotrbi satir
Laniocera hypopyrra,Cinereous Mourner,pepeljasti satir
Laniisoma buckleyi,Andean Mourner,žutoprsi satir
Laniisoma elegans,Elegant Mourner,ljuskastotrbi satir
TYRANNIDAE,Tyrant-flycatchers,"elenije, silnici, muhari"
Calyptura cristata,Kinglet Calyptura,crvenokapa elenija
Neopipo cinnamomea,Cinnamon Tyrant,cimetasta elenija
Platyrinchus saturatus,Cinnamon-crested Spadebill,narančastokapa elenija
Platyrinchus cancrominus,Stub-tailed Spadebill,kestenjasta elenija
Platyrinchus albogularis,Western White-throated Spadebill,prugastolica elenija
Platyrinchus mystaceus,EasternWhite-throated Spadebill,žućkastogrla elenija
Platyrinchus coronatus,Golden-crowned Spadebill,plamenokruna elenija
Platyrinchus flavigullaris,Yellow-throated Spadebill,kestenjastoglava elenija
Platyrinchus platyrhynchos,White-crested Spadebill,kestenjastokrila elenija
Platyrinchus leucoryphus,Russet-winged Spadebill,riđokrila elenija
Piprites griseiceps,Grey-headed Piprites,honduraska elenija
Piprites chloris,Wing-barred Piprites,krupnooka elenija
Piprites pileata,Black-capped Piprites,kestenjastoleđa elenija
Tachuris rubrigastra,Many-colored Rush-tyrant,šarena elenija
Pseudotriccus pelzelni,Bronze-olive Pygmy-tyrant,brončanomaslinasta elenija
Pseudotriccus simplex,Hazel-fronted Pygmy-tyrant,brončanočela elenija
Pseudotriccus ruficeps,Rufous-headed Pygmy-tyrant,riđoglava elenija
Corythopis torqatus,Ringed Antpipit,pozemna elenija
Corythopis delalandi,Southern Antpipit,crnoprsa elenija
Phylloscartes flavovirens,Yellow-green Tyrannulet,panamska elenija
Phylloscartes ventralis,Mottle-cheeked Tyrannulet,maslinastožuta elenija
Phylloscartes virescens,Olive-green Tyrannulet,gvajanska elenija
Phylloscartes beckeri,Bahia Tyrannulet,bahijska elenija
Phylloscartes kronei,Restinga Tyrannulet,marska elenija
Phylloscartes gualaquisae,Ecuadorian Tyrannulet,ekvadorska elenija
Phylloscartes nigrifrons,Black-fronted Tyrannulet,crnočela elenija
Phylloscartes ceciliae,Alagoas Tyrannulet,alagoaška elenija
Phylloscartes superciliaris,Rufous-browed Tyrannulet,bjelolica elenija
Phylloscartes flaviventris,Rufous-lored Tyrannulet,riđočela elenija
Phylloscartes parkeri,Cinnamon-faced Tyrannulet,riđolica elenija
Phylloscartes roquettei,Minas Gerais Tyrannulet,cimetastočela elenija
Phylloscartes paulista,Sao Paulo Tyrannulet,zelena elenija
Phylloscartes oustaleti,Oustalet's Tyrannulet,maslinastozelena elenija
Phylloscartes difficilis,Serra do Mar Tyrannulet,sivotrba elenija
Phylloscartes sylviolus,Bay-ringed Tyrannulet,bjelooka elenija
Pogonotriccus poecilotis,Variegated Bristle-tyrant,crnouha elenija
Pogonotriccus chapmani,Chapman's Bristle-tyrant,tepujska elenija
Pogonotriccus ophthalmicus,Marble-faced Bristle-tyrant,mramorastolica elenija
Pogonotriccus venezuelanus,Venezuelan Bristle -tyrant,gorska elenija
Pogonotriccus lanyoni,Antioquia Bristle-tyrant,kolumbijska elenija
Pogonotriccus orbitalis,Spectacled Bristle-tyrant,žutolica elenija
Pogonotriccus eximius,Southern Bristle-tyrant,šarenoglava elenija
Mionectes striaticollis,Streak-necked Flycatcher,prugastoboka elenija
Mionectes olivaceus,Olive-streaked Flycatcher,kostarička elenija
Mionectes galbinus,Olive-striped Flycatcher,maslinastopruga elenija
Mionectes oleagineus,Ochre-bellied Flycatcher,cimetastotrba elenija
Mionectes macconnelli,McConnell's Flycatcher,maslinasto-riđa elenija
Mionectes roraimae,Sierra de Lema Flycatcher,roraimska elenija
Mionectes rufiventris,Grey-hooded Flycatcher,riđotrba elenija
Leptopogon amaurocephalus,Sepia-capped Flycatcher,čađastokapa elenija
Leptopogon superciliaris,Slaty-capped Flycatcher,pjegavokrila elenija
Leptopogon albidiventer,White-bellied Flycatcher,sivkastoprsa elenija
Leptopogon rufipectus,Rufous-breasted Flycatcher,rusogrla elenija
TITYRIDAE,Tityras and allies,satiri
Oxyruncus cristatus,Sharpbill,oštrokljuni satir
Onychorynchus mexicanus,Northen Royal Flycatcher,krunati satir
Onychorynchus occidentalis,Pacific Royal Flycatcher,crvenokruni satir
Onychorynchus coronatus,Amazonian Royal Flycatcher,grimiznokruni satir
Onychorynchus swainsoni,Atlantic Royal Flycatcher,riđoprsi satir
Terenotriccus erythrurus,Ruddy-tailed Flycatcher,sivoglavi satir
Myiobius villosus,Tawny-breasted Flycatcher,andski satir
Myiobius sulphureipygius,Sulphur-rumped Flycatcher,cimetastoprsi satir
Myiobius barbatus,Whiskered Flycatcher,maslinastoleđi satir
Myiobius atricaudus,Black-tailed Flycatcher,crnorepi satir
Iodopleura isabellae,White-browed Purpletuft,amazonski satir
Iodopleura fusca,Dusky Purpletuft,dugokrili satir
Iodopleura pipra,Buff-throated Purpletuft,žućkastogrli satir
Tityra inquisitor,Black-crowned Tityra,srebrnasti satir
Tityra cayana,Western Black-tailed Tityra,crvenokljuni satir
Tityra braziliensis,Eastern Black-tailed Tityra,crnoglavi satir
Tityra semifasciata,Masked Tityra,crvenolici satir
Tityra leucura,White-tailed Tityra,bjelorepi satir
Xenopsaris albinucha,White-naped Becards,bjelolici satir
Pachyramphus versicolor,Barred Becard,prugastotrbi satir
Pachyramphus xanthogenys,Yellow-cheeked Becard,žutolici satir
Pachyramphus griseigularis,Green-cheeked Becard,zelenolici satir
Pachyramphus viridis,Green-backed Becard,zelenoleđi satir
Pachyramphus spodiurus,Slaty Becard,olovasti satir
Pachyramphus rufus,Cinereous Becard,sivi satir
Pachyramphus minor,Pink-throated Becard,crni satir
Pachyramphus aglaiae,Rose-throated Becard,ružičastoprsi satir
Pachyramphus niger,Jamaican Becard,jamajčanski satir
Pachyramphus homochrous,One-colored Becard,čađasti satir
Leptopogon taczanowskii,Inca Flycatcher,cimetastopjegava elenija
Taeniotriccus andrei,Black-chested Tyrant,smeđolica elenija
Cnipodectes subbrunneus,Brownish Twistwing,srpastopera elenija
Cnipodectes superrufus,Rufous Twistwing,riđa elenija
Rhynchocyclus brevirostris,Eye-ringed Flatbill,plosnatokljuna elenija
Rhynchocyclus aequinoctialis,Western Olivaceous Flatbill,žutokrila elenija
Rhynchocyclus olivaceus,Eastern Olivaceous Flatbill,glavata elenija
Rhynchocyclus pacificus,Pacific Flatbill,čokoska elenija
Rhynchocyclus fulvipectus,Fulvous-breasted Flatbill,kestenjastoprsa elenija
Tolmomyias sulphurescens,Yellow-olive Flatbill,šumska elenija
Tolmomyias traylori,Orange-eyed Flatbill,narančastooka elenija
Tolmomyias assimilis,Yellow-margined Flatbill,sivo-zelena elenija
Tolmomyias flavotectus,Yellow-winged Flatbill,pacifička elenija
Tolmomyias poliocephalus,Grey-crowned Flatbill,sivokruna elenija
Tolmomyias viridiceps,Olive-faced Flatbill,maslinastolica elenija
Tolmomyias flaviventris,Ochre-lored Flatbill,žutočela elenija
Myiornis auricularis,Eared Pygmy-tyrant,cimetastolica elenija
Myiornis albiventris,White-bellied Pygmy-tyrant,sivouha elenija
Myiornis atricapillus,Black-capped Pygmy-tyrant,kratkorepa elenija
Myiornis ecaudatus,Short-tailed Pygmy-tyrant,patuljasta elenija
Oncostoma cinereigulare,Northern Bentbill,sivogrla elenija
Oncostoma olivaceum,Southern Bentbill,krivokljuna elenija
Lophotriccus pileatus,Scale-crested Pygmy-tyrant,riđokruna elenija
Lophotriccus vitiosus,Double-banded Pygmy-tyrant,ljuskastokruna elenija
Lophotriccus eulophotes,Long-crested Pygmy-tyrant,crnokruna elenija
Lophotriccus galeatus,Helmeted Pygmy-tyrant,prugastogrla elenija
Atalotriccus pilaris,Pale-eyed Pygmy-tyrant,žutooka elenija
Hemitriccus minor,Snethlage's Tody-tyrant,širokokljuna elenija
Hemitriccus cohnhafti,Acre Tody-tyrant,akreska elenija
Hemitriccus spodiops,Yungas Tody-tyrant,jungaška elenija
Hemitriccus flammulatus,Flamulated Bamboo-tyrant,bambusova elenija
Hemitriccus diops,Drab-breasted Bamboo-tyrant,smećkastoprsa elenija
Hemitriccus obsoletus,Brown-breasted Bamboo-tyrant,smećkasta elenija
Hemitriccus josephinae,Boat-billed Tody-tyrant,riđooka elenija
Hemitriccus zosterops,White-eyed Tody-tyrant,svjetlooka elenija
Hemitriccus griseipectus,White-bellied Tody-tyrant,pepeljastoprsa elenija
Hemitriccus orbitatus,Eye-ringed Tody-tyrant,bjelopjegava elenija
Hemitriccus iohannis,Joao's Tody-tyrant,žućkastomaslinasta elenija
Hemitriccus striaticollis,Stripe-necked Tody-tyrant,sivočela elenija
Hemitriccus nidipendulus,Hangnest Tody-tyrant,žućkastokrila elenija
Hemitriccus margaritaceiventer,Pearly-vented Tody-tyrant,biserasta elenija
Hemitriccus inornatus,Pelzeln's Tody-tyrant,pelzelnova elenija
Hemitriccus minimus,Zimmer's Tody-tyrant,mala elenija
Hemitriccus granadensis,Black-throated Tody-tyrant,brkata elenija
Hemitriccus cinnamomeipectus,Cinnamon-breasted Tody-tyrant,riđoprsa elenija
Hemitriccus mirandae,Buff-breasted Tody-tyrant,brdska elenija
Hemitriccus kaempferi,Kaempfer's Tody-tyrant,paranska elenija
Hemitriccus rufigullaris,Buff-throated Tody-tyrant,pepeljastokapa elenija
Hemitriccus furcatus,Fork-tailed Tody-tyrant,rašljastorepa elenija
Poecilotriccus ruficeps,Rufous-crowned Tody- flycatcher,šarenolica elenija
Poecilotriccus luluae,Lulu's Tody- flycatcher,crvenoglava elenija
Poecilotriccus albifacies,White-cheeked Tody- flycatcher,crnokrila elenija
Poecilotriccus capitalis,Black-and-white Tody- flycatcher,crno-bijela elenija
Poecilotriccus senex,Buff-cheeked Tody- flycatcher,borbaska elenija
Poecilotriccus russatus,Ruddy Tody-flycatcher,bolivarska elenija
Poecilotriccus plumbeiceps,Ochre-faced Tody-flycatcher,tamnouha elenija
Poecilotriccus fumifrons,Smoky-fronted Tody-flycatcher,olovastočela elenija
Poecilotriccus latirostris,Rusty-fronted Tody-flycatcher,zlatnokrila elenija
Poecilotriccus sylvia,Slate-headed Tody-flycatcher,srebrnastotrba elenija
Poecilotriccus calopterus,Golden-winged Tody-flycatcher,crnoglava elenija
Poecilotriccus pulchellus,Black-backed Tody-flycatcher,crnoleđa elenija
Todirostrum maculatum,Spotted Tody-flycatcher,pjegava elenija
Todirostrum poliocephalum,Yellow-lored Tody-flycatcher,vrtna elenija
Todirostrum cinereum,Common Tody-flycatcher,sivo-žuta elenija
Todirostrum viridanum,Maracaibo Tody-flycatcher,marakaipska elenija
Todirostrum nigriceps,Black-headed Tody-flycatcher,crno-žuta elenija
Todirostrum pictum,Painted Tody-flycatcher,pjegavoprsa elenija
Todirostrum chrysocrotaphum,Yellow-browed Tody-flycatcher,obrvasta elenija
Myiotriccus phoenicurus,Eastern Ornate Flycatcher,riđorepa elenija
Myiotriccus ornatus,Western Ornate Flycatcher,zlatnočela elenija
Nephelomyias pulcher,Handsome Flycatcher,sivokapi muhar
Nephelomyias lintoni,Orange-banded Flycatcher,žutotrbi muhar
Nephelomyias ochraceiventris,Ochraceous-breasted Flycatcher,vatrokapi muhar
Pyrrhomyias cinnamomeus,Cinnamon Flycatcher,riđi muhar
Hirundinea bellicosa,Swallow Flycatcher,muhar lastar
Hirundinea ferruginea,Cliff Flycatcher,muhar litičar
Zimmerius cinereicapilla,Red-billed Tyrannulet,žutopruga elenija
Zimmerius villarejoi,Michana Tyrannulet,loretska elenija
Zimmerius chicomendesi,Chico's Tyrannulet,elenija imelašica
Zimmerius vilissimus,Paltry Tyrannulet,gvatemalska elenija
Zimmerius parvus,Mistletoe Tyrannulet,srednjoamerička elenija
Zimmerius petersi,Venezuelan Tyrannulet,venezuelska elenija
Zimmerius improbus,Mountain Tyrannulet,perihanska elenija
Zimmerius chrysops,Golden-faced Tyrannulet,zlatnolica elenija
Zimmerius albigularis,Choco Tyrannulet,zlatnouha elenija
Zimmerius viridiflavus,Peruvian Tyrannulet,peruanska elenija
Zimmerius gracilipes,Slender-footed Tyrannulet,amazonska elenija
Zimmerius acer,Guianan Tyrannulet,tamnooka elenija
Zimmerius bolivianus,Bolivian Tyrannulet,maslinastoglava elenija
Stigmatura napensis,Lesser Wagtail-tyrant,žućkastoprsa elenija
Stigmatura bahiae,Bahia Wagtail-tyrant,bjelokrila elenija
Stigmatura budytoides,Greater Wagtail-tyrant,dugorepa elenija
Inezia tenuirostris,Slender-billed Tyrannulet,tankokljuna elenija
Inezia inornata,Plain Tyrannulet,žućkastotrba elenija
Inezia subflava,Amazonian Tyrannulet,maslinastoboka elenija
Inezia caudata,Pale-tipped Tyrannulet,žutoprsa elenija
Euscarthmus meloryphus,Tawny-crowned Pygmy-tyrant,cimetastoglava elenija
Euscarthmus fulviceps,Tawny-fronted Pygmy-tyrant,kestenjastočela elenija
Euscarthmus rufomarginatus,Rufous-sided Pygmy-tyrant,riđoboka elenija
Ornithion semiflavum,Yellow-bellied Tyrannulet,škriljastokapa elenija
Ornithion brunneicapillus,Brown-capped Tyrannulet,smeđočela elenija
Ornithion inerme,White-lored Tyrannulet,biserastokrila elenija
Camptostoma imberbe,Northern Beardless Tyrannulet,meksička elenija
Camptostoma obsoletum,Southern Beardless Tyrannulet,kudrava elenija
Elaenia ruficeps,Rufous-crowned Elaenia,riđokapa elenija
Elaenia cristata,Plain-crested Elaenia,maslinastosmeđa elenija
Elaenia gigas,Mottle-backed Elaenia,dvoroga elenija
Elaenia dayi,Great Elaenia,mrka elenija
Elaenia sordida,Brazilian Elaenia,brazilska elenija
Elaenia obscura,Highland Elaenia,kratkokljuna elenija
Elaenia strepera,Slaty Elaenia,siva elenija
Elaenia flavogaster,Yellow-bellied Elaenia,kukmasta elenija
Elaenia parvirostris,Small-billed Elaenia,sitnokljuna elenija
Elaenia pelzelni,Brownish Elaenia,riječna elenija
Elaenia spectabilis,Large Elaenia,velika elenija
Elaenia ridleyana,Noronha Elaenia,noronjska elenija
Elaenia brachyptera,Coopman's Elaenia,sivkastogrla elenija
Elaenia chiriquensis,Lesser Elaenia,tamnorepa elenija
Elaenia mesoleuca,Olivaceous Elaenia,maslinastoprsa elenija
Elaenia pallatangae,Sierran Elaenia,bjelopruga elenija
Elaenia olivina,Tepui Elaenia,bjelotjemena elenija
Elaenia albiceps,White-crested Elaenia,bjelokruna elenija
Elaenia frantzii,Mountain Elaenia,prugastokrila elenija
Elaenia martinica,Caribbean Elaenia,karipska elenija
Elaenia cherrieri,Hispaniolan Elaenia,hispaniolska elenija
Elaenia fallax,Greater Antillean Elaenia,velikoantilska elenija
Tyrannulus elatus,Yellow-crowned Tyrannulet,žutokruna elenija
Myiopagis caniceps,Atlantic Grey Elaenia,pepeljastoglava elenija
Myiopagis cinerea,Amazonian Grey Elaenia,sivoplava elenija
Myiopagis parambae,Choco Grey Elaenia,sivo-bijela elenija
Myiopagis olallai,Foothill Elaenia,biserastoglava elenija
Myiopagis gaimardii,Forest Elaenia,krunata elenija
Myiopagis subplacens,Pacific Elaenia,zlatnokruna elenija
Myiopagis flavivertex,Yellow-crowned Elaenia,bjelogrla elenija
Myiopagis viridicata,Greenish Elaenia,maslinasta elenija
Myiopagis cotta,Small Jaimaican Elaenia,jamajčanska elenija
Suiriri suiriri,Suiriri Flycatcher,srebrnastoprsa elenija
Suiriri affinis,Chapada Flycatcher,crnokljuna elenija
Capsiempis flaveola,Yellow Tyrannulet,žutozelena elenija
Phyllomyias fasciatus,Planalto Tyrannulet,sivokapa elenija
Phyllomyias weedeni,Yungas Tyrannulet,bjelobrada elenija
Phyllomyias burmeisteri,Rough-legged Tyrannulet,žutotrba elenija
Phyllomyias zeledoni,White-fronted Tyrannulet,bjeločela elenija
Phyllomyias virescens,Greenish Tyrannulet,zelenkasta elenija
Phyllomyias reiseri,Reiser's Tyrannulet,žućkasta elenija
Phyllomyias urichi,Urich's Tyrannulet,venezuelska elenija
Phyllomyias sclateri,Sclater's Tyrannulet,maslinastoleđa elenija
Phyllomyias griseocapilla,Grey-capped Tyrannulet,sivoglava elenija
Phyllomyias griseiceps,Sooty-headed Tyrannulet,crnokapa elenija
Phyllomyias plumbeiceps,Plumbeous-crowned Tyrannulet,olovastokapa elenija
Phyllomyias nigrocapillus,Black-capped Tyrannulet,planinska elenija
Phyllomyias cinereiceps,Ashy-headed Tyrannulet,andska elenija
Phyllomyias uropygialis,Tawny-rumped Tyrannulet,smeđokapa elenija
Phaeomyias tumbezana,Tumbes Tyrannulet,tumbeska elenija
Phaeomyias murina,Mouse-coloured Tyrannulet,smeđa elenija
Nesotriccus ridgwayi,Cocos Flycatcher,kokoska elenija
Pseudelaenia leucospodia,Grey-and-white Tyrannulet,sivorepa elenija
Mecocerculus poecilocercus,White-tailed Tyrannulet,sinja elenija
Mecocerculus hellmayri,Buff-banded Tyrannulet,žućkastopruga elenija
Mecocerculus stictopterus,White-banded Tyrannulet,sivoprsa elenija
Mecocerculus leucophrys,White-throated Tyrannulet,krupnokljuna elenija
Mecocerculus calopterus,Rufous-winged Tyrannulet,šarenokrila elenija
Mecocerculus minor,Sulphur-bellied Tyrannulet,zlatnotrba elenija
Anairetes nigrocristatus,Black-crested Tit-tyrant,crvenokljuna elenija
Anairetes reguloides,Pied-crested Tit-tyrant,crnolica elenija
Anairetes alpinus,Ash-breasted Tit-tyrant,pepeljasta elenija
Anairetes flavirostris,Yellow-billed Tit-tyrant,prugastoprsa elenija
Anairetes parulus,Tufted Tit-tyrant,prugastoglava elenija
Anairetes fernandezianus,Juan Fernandez Tit-tyrant,robinzonska elenija
Polystictus pectoralis,Bearded Tachuri,cimetastoprsa elenija
Polystictus superciliaris,Grey-backed Tachuri,kratkokrila elenija
Culicivora caudacuta,Sharp-tailed Tyrant,oštrorepa elenija
Pseudocolopteryx sclateri,Crested Doradito,tamnoleđa elenija
Pseudocolopteryx acutipennis,Subtropical Doradito,zelenoleđa elenija
Pseudocolopteryx dinelliana,Dinelli's Doradito,močvarna elenija
Pseudocolopteryx flaviventris,Warbling Doradito,cvrkutava elenija
Pseudocolopteryx citreola,Ticking Doradito,žuto-smeđa elenija
Serpophaga cinerea,Torrent Tyrannulet,potočna elenija
Serpophaga hypoleuca,River Tyrannulet,pepeljastoleđa elenija
Serpophaga nigricans,Sooty Tyrannulet,obalna elenija
Serpophaga subcristata,White-crested Tyrannulet,bjelotrba elenija
