Latin,English,Croatian
Tachyeres pteneres,Magellanic Steamerduck,bumbar529
Tachyeres brachypterus,Falkland Steamerduck,bumbar530
Lophonetta specularioides,Crested Duck,bumbar531
Speculanas specularis,Spectacled Duck,bumbar532
Amazonetta brasiliensis,Brazilian Teal,bumbar533
Spatula querquedula,Garganey,bumbar534
Spatula hottentota,Hottentot Teal,bumbar535
Spatula puna,Puna Teal,bumbar536
Spatula versicolor,Silver Teal,bumbar537
Spatula platalea,Red Shoveler,bumbar538
Spatula smithii,Cape Shoveler,bumbar539
Spatula rhynchotis,Australian Shoveler,bumbar540
Spatula clypeata,Northern Shoveler,bumbar541
Spatula cyanoptera,Cinnamon Teal,bumbar542
Spatula discors,Blue-winged Teal,bumbar543
Sibirionetta formosa,Baikal Teal,bumbar544
Mareca falcata,Falcated Duck,bumbar545
Mareca strepera,Gadwall,bumbar546
Mareca penelope,Eurasian Wigeon,bumbar547
Mareca americana,American Wigeon,bumbar548
Mareca sibilatrix,Chiloe Wigeon,bumbar549
Anas sparsa,African Black Duck,bumbar550
Anas undulata,Yellow-billed Duck,bumbar551
Anas melleri,Meller's Duck,bumbar552
Anas superciliosa,Pacific Black Duck,bumbar553
Anas luzonica,Philippine Duck,bumbar554
Anas zonorhyncha,Chinese Spot-billed Duck,bumbar555
Anas poecilorhyncha,Indian Spot-billed Duck,bumbar556
Anas laysanensis,Laysan Duck,bumbar557
Anas platyrhynchos,Mallard,bumbar558
Anas rubripes,American Black Duck,bumbar559
Anas fulvigula,Mottled Duck,bumbar560
Anas wyviliana,Hawaiian Duck,bumbar561
†Anas theodori,Mauritius Duck,bumbar562
Anas albogularis,Andaman Teal,bumbar563
Anas gibberifrons,Sunda Teal,bumbar564
Anas gracilis,Grey Teal,bumbar565
Anas castanea,Chestnut Teal,bumbar566
Anas chlorotis,Brown Teal,bumbar567
Anas aucklandica,Brown Teal,bumbar568
Anas nesiotis,Campbell Teal,bumbar569
Anas bernieri,Madagascar Teal,bumbar570
Anas capensis,Cape Teal,bumbar571
Anas bahamensis,White-cheeked Pintail,bumbar572
Anas erythrorhyncha,Red-billed Teal,bumbar573
Anas acuta,Northern Pintail,bumbar574
Anas eatoni,Southern Pintail,bumbar575
†Anas marecula,Amsterdam Duck,bumbar576
Anas georgica,Yellow-billed Pintail,bumbar577
Anas crecca,Common Teal,bumbar578
A. c. carolinensis,Green-winged Teal,bumbar579
Anas andium,Andean Teal,bumbar580
Anas flavirostris,Speckled Teal,bumbar581
PODICIPEDIFORMES,,bumbar582
PODICIPEDIDAE,Grebes,bumbar583
Tachybaptus ruficollis,Little Grebe,bumbar584
†Tachybaptus rufolavatus,Alaotra Grebe,bumbar585
Tachybaptus novaehollandiae,Australasian Grebe,bumbar586
Tachybaptus pelzelni,Madagascar Grebe,bumbar587
Tachybaptus dominicus,Least Grebe,bumbar588
Podilymbus podiceps,Pied-billed Grebe,bumbar589
†Podilymbus gigas,Atitlan Grebe,bumbar590
Rollandia rolland,White-tufted Grebe,bumbar591
Rollandia microptera,Titicaca Grebe,bumbar592
Poliocephalus poliocephalus,Hoary-headed Grebe,bumbar593
Poliocephalus rufopectus,New Zealand Grebe,bumbar594
Podiceps major,Great Grebe,bumbar595
Podiceps grisegena,Red-necked Grebe,bumbar596
Podiceps cristatus,Great Crested Grebe,bumbar597
Podiceps auritus,Horned Grebe,bumbar598
Podiceps nigricollis,Black-necked Grebe,bumbar599
†Podiceps andinus,Colombian Grebe,bumbar600
Podiceps juninensis,Northern Silvery Grebe,bumbar601
Podiceps occipitalis,Southern Silvery Grebe,bumbar602
Podiceps taczanowskii,Junin Grebe,bumbar603
Podiceps gallardoi,Hooded Grebe,bumbar604
Aechmophorus occidentalis,Western Grebe,bumbar605
Aechmophorus clarkii,Clark's Grebe,bumbar606
Columba thomensis,Sao Tome Olive-pigeon,bumbar607
Columba pollenii,Comoro Olive-pigeon,bumbar608
Columba hodgsonii,Speckled Woodpigeon,bumbar609
Columba albinucha,White-naped Pigeon,bumbar610
Columba pulchricollis,Ashy Woodpigeon,bumbar611
Columba elphinstonii,Nilgiri Woodpigeon,bumbar612
Columba torringtoni,Sri Lanka Woodpigeon,bumbar613
Columba punicea,Pale-capped Pigeon,bumbar614
Columba argentina,Silvery Pigeon,bumbar615
Columba palumboides,Andaman Woodpigeon,bumbar616
Columba janthina,Japanese Woodpigeon,bumbar617
†Columba versicolor,Bonin Woodpigeon,bumbar618
†Columba jouyi,Ryukyu Woodpigeon,bumbar619
Columba vitiensis,Metallic Pigeon,bumbar620
Columba leucomela,White-headed Pigeon,bumbar621
Columba pallidiceps,Yellow-legged Pigeon,bumbar622
Columba delegorguei,Eastern Bronze-naped Pigeon,bumbar623
Columba iriditorques,Western Bronze-naped Pigeon,bumbar624
Columba malherbii,Sao Tome Bronze-naped Pigeon,bumbar625
Aplopelia larvata,Lemon-dove,bumbar626
Aplopelia larvata simplex,Sao Tome Lemon-dove,bumbar627
Streptopelia turtur,European Turtle-dove,bumbar628
Streptopelia lugens,Dusky Turtle-dove,bumbar629
Streptopelia hypopyrrha,Adamawa Turtle-dove,bumbar630
Streptopelia orientalis,Oriental Turtle-dove,bumbar631
Streptopelia dusumieri,Philippine Collared-dove,bumbar632
Streptopelia bitorquata,Sunda Collared-dove,bumbar633
Streptopelia decaocto,Eurasian Collared-dove,bumbar634
Streptopelia xanthocycla,Burmese Collared-dove,bumbar635
Streptopelia roseogrisea,African Collared-dove,bumbar636
Streptopelia roseogrisea f. risoria,Barbary Dove,bumbar637
Streptopelia reichenowi,White-winged Collared-dove,bumbar638
Streptopelia decipiens,Mourning Collared-dove,bumbar639
Streptopelia semitorquata,Red-eyed Dove,bumbar640
Streptopelia capicola,Ring-necked Dove,bumbar641
Streptopelia vinacea,Vinaceous Dove,bumbar642
Streptopelia tranquebarica,Red Turtle-dove,bumbar643
Spilopelia chinensis,Eastern Spotted Dove,bumbar644
Spilopelia suratensis,Western Spotted Dove,bumbar645
Spilopelia senegalensis,Laughing Dove,bumbar646
Nesoenas picturatus,Madagascar Turtle-dove,bumbar647
Nesoenas mayeri,Pink Pigeon,bumbar648
†Nesoenas duboisi,Reunion Pigeon,bumbar649
†Nesoenas cicur,Mauritius Turtle-dove,bumbar650
†Nesoenas rodericanus,Rodrigues Turtle-dove,bumbar651
Macropygia unchall,Barred Cuckoo-dove,bumbar652
Macropygia rufipennis,Andaman Cuckoo-dove,bumbar653
Macropygia emiliana,Ruddy Cuckoo-dove,bumbar654
Macropygia tenuirostris,Philippine Cuckoo-dove,bumbar655
Macropygia magna,Dusky Cuckoo-dove,bumbar656
Macropygia amboinensis,Slender-billed Cuckoo-dove,bumbar657
Macropygia phasianella,Brown Cuckoo-dove,bumbar658
Macropygia ruficeps,Little Cuckoo-dove,bumbar659
Macropygia nigrirostris,Black-billed Cuckoo-dove,bumbar660
Macropygia mackinlayi,Mackinlay's Cuckoo-dove,bumbar661
Turacoena manadensis,White-faced Cuckoo-dove,bumbar662
Turacoena modesta,Black Cuckoo-dove,bumbar663
Reinwardtoena reinwardtii,Great Cuckoo-dove,bumbar664
Reinwardtoena browni,Pied Cuckoo-dove,bumbar665
Reinwardtoena crassirostris,Crested Cuckoo-dove,bumbar666
†Ectopistes migratorius,Passenger Pigeon,bumbar667
Patagioenas leucocephala,White-crowned Pigeon,bumbar668
Patagioenas squamosa,Scaly-naped Pigeon,bumbar669
Patagioenas speciosa,Scaled Pigeon,bumbar670
Patagioenas corensis,Bare-eyed Pigeon,bumbar671
Patagioenas picazuro,Picazuro Pigeon,bumbar672
Patagioenas maculosa,Spot-winged Pigeon,bumbar673
Patagioenas albipennis,White-winged Pigeon,bumbar674
Patagioenas fasciata,Northern Band-tailed Pigeon,bumbar675
Patagioenas albilinea,Southern Band-tailed Pigeon,bumbar676
Patagioenas araucana,Chilean Pigeon,bumbar677
Patagioenas caribaea,Ring-tailed Pigeon,bumbar678
Patagioenas cayennensis,Pale-vented Pigeon,bumbar679
Patagioenas flavirostris,Red-billed Pigeon,bumbar680
Patagioenas oenops,Peruvian Pigeon,bumbar681
Patagioenas inornata,Plain Pigeon,bumbar682
PHOENICOPTERIFORMES,,bumbar683
PHOENICOPTERIDAE,Flamingos,bumbar684
Phoenicopterus roseus,Greater Flamingo,bumbar685
Phoenicopterus ruber,American Flamingo,bumbar686
Phoenicopterus chilensis,Chilean Flamingo,bumbar687
Phoeniconaias minor,Lesser Flamingo,bumbar688
Phoenicoparrus andinus,Andean Flamingo,bumbar689
Phoenicoparrus jamesi,Puna Flamingo,bumbar690
PHAETHONTIFORMES,,bumbar691
PHAETHONTIDAE,Tropicbirds,bumbar692
Phaethon aethereus,Red-billed Tropicbird,bumbar693
Phaethon rubricauda,Red-tailed Tropicbird,bumbar694
Phaethon lepturus,White-tailed Tropicbird,bumbar695
EURYPYGIFORMES,,bumbar696
RHYNOCHETIDAE,Kagu,bumbar697
Rhynochetos jubatus,Kagu,bumbar698
EURYPYGIDAE,Sunbittern,bumbar699
Eurypyga helias,Sunbittern,bumbar700
MESITORNITHIFORMES,,bumbar701
MESITORNITHIDAE,Mesites,bumbar702
Mesitornis variegatus,White-breasted Mesite,bumbar703
Mesitornis unicolor,Brown Mesite,bumbar704
Monias benschi,Subdesert Mesite,bumbar705
COLUMBIFORMES,,bumbar706
COLUMBIDAE,"Doves, Pigeons",bumbar707
Columba livia,Rock Dove,bumbar708
Columba livia f. domestica,Feral Dove,bumbar709
Columba rupestris,Hill Pigeon,bumbar710
Columba leuconota,Snow Pigeon,bumbar711
Columba guinea,Speckled Pigeon,bumbar712
Columba albitorques,White-colared Pigeon,bumbar713
Columba oenas,Stock Dove,bumbar714
Columba eversmanni,Yellow-eyed Pigeon,bumbar715
Columba oliviae,Somali Pigeon,bumbar716
Columba palumbus,Common Woodpigeon,bumbar717
Columba trocaz,Madeira Laurel-pigeon,bumbar718
Columba bollii,Dark-tailed Laurel-pigeon,bumbar719
Columba junoniae,White-tailed Laurel-pigeon,bumbar720
Columba unicincta,Afep Pigeon,bumbar721
Columba arquatrix,African Olive-pigeon,bumbar722
Columba sjostedti,Cameroon Olive-pigeon,bumbar723
Patagioenas plumbea,Plumbeous Pigeon,bumbar724
Patagioenas subvinacea,Ruddy Pigeon,bumbar725
Patagioenas nigrirostris,Short-billed Pigeon,bumbar726
Patagioenas goodsoni,Dusky Pigeon,bumbar727
Starnoenas cyanocephala,Blue-headed Quail-dove,bumbar728
Geotrygon purpurata,Purple Quail-dove,bumbar729
Geotrygon saphirina,Sapphire Quail-dove,bumbar730
Geotrygon versicolor,Crested Quail-dove,bumbar731
Geotrygon caniceps,Grey-headed Quail-dove,bumbar732
Geotrygon leucometopia,White-fronted Quail-dove,bumbar733
Geotrygon montana,Ruddy Quail-dove,bumbar734
Geotrygon violacea,Violaceous Quail-dove,bumbar735
Geotrygon chrysia,Key West Quail-dove,bumbar736
Geotrygon mystacea,Bridled Quail-dove,bumbar737
Leptotrygon veraguensis,Olive-backed Quail-dove,bumbar738
Leptotila verreauxi,White-tipped Dove,bumbar739
Leptotila jamaicensis,Caribbean Dove,bumbar740
Leptotila cassini,Grey-chested Dove,bumbar741
Leptotila conoveri,Tolima Dove,bumbar742
Leptotila ochraceiventris,Ochre-bellied Dove,bumbar743
Leptotila plumbeiceps,Grey-headed Dove,bumbar744
Leptotila battyi,Brown-backed Dove,bumbar745
Leptotila rufaxilla,Grey-fronted Dove,bumbar746
Leptotila wellsi,Grenada Dove,bumbar747
Leptotila pallida,Pallid Dove,bumbar748
Leptotila megalura,Yungas Dove,bumbar749
Zentrygon carrikeri,Tuxtla Quail-dove,bumbar750
Zentrygon costaricensis,Buff-fronted Quail-dove,bumbar751
Zentrygon lawrencii,Purplish-backed Quail-dove,bumbar752
Zentrygon albifacies,White-faced Quail-dove,bumbar753
Zentrygon frenata,White-throated Quail-dove,bumbar754
Zentrygon linearis,Lined Quail-dove,bumbar755
Zentrygon chiriquensis,Chiriqui Quail-dove,bumbar756
Zentrygon goldmani,Russet-crowned Quail-dove,bumbar757
Zenaida asiatica,White-winged Dove,bumbar758
Zenaida meloda,West Peruvian Dove,bumbar759
Zenaida aurita,Zenaida Dove,bumbar760
Zenaida galapagoensis,Galapagos Dove,bumbar761
Zenaida auriculata,Eared Dove,bumbar762
Zenaida macroura,Mourning Dove,bumbar763
Zenaida graysoni,Socorro Dove,bumbar764
Columbina inca,Inca Dove,bumbar765
Columbina squammata,Scaled Dove,bumbar766
Columbina passerina,Common Ground-dove,bumbar767
Columbina minuta,Plain-breasted Ground-dove,bumbar768
Columbina buckleyi,Ecuadorian Ground-dove,bumbar769
Columbina talpacoti,Ruddy Ground-dove,bumbar770
Columbina picui,Picui Dove,bumbar771
Columbina cruziana,Croaking Ground-dove,bumbar772
Columbina cyanopis,Blue-eyed Ground-dove,bumbar773
Claravis pretiosa,Blue Ground-dove,bumbar774
Claravis mondetoura,Maroon-chested Ground-dove,bumbar775
Claravis geoffroyi,Purple-winged Ground-dove,bumbar776
Metriopelia ceciliae,Bare-faced Ground-dove,bumbar777
Metriopelia morenoi,Moreno's Ground-dove,bumbar778
Metriopelia melanoptera,Black-winged Ground-dove,bumbar779
Metriopelia aymara,Golden-spotted Ground-dove,bumbar780
Uropelia campestris,Long-tailed Ground-dove,bumbar781
Henicophaps albifrons,New Guinea Bronzewing,bumbar782
Henicophaps foersteri,New Britain Bronzewing,bumbar783
Gallicolumba luzonica,Luzon Bleeding-heart,bumbar784
Gallicolumba crinigera,Mindanao Bleeding-heart,bumbar785
Gallicolumba platenae,Mindoro Bleeding-heart,bumbar786
Gallicolumba keayi,Negros Bleeding-heart,bumbar787
Gallicolumba menagei,Sulu Bleeding-heart,bumbar788
Gallicolumba tristigmata,Sulawesi Ground-dove,bumbar789
Gallicolumba rufigula,Cinnamon Ground-dove,bumbar790
Alopecoenas hoedtii,Wetar Ground-dove,bumbar791
Alopecoenas jobiensis,White-breasted Ground-dove,bumbar792
Alopecoenas kubaryi,Caroline Ground-dove,bumbar793
Alopecoenas xanthonurus,White-throated Ground-dove,bumbar794
Alopecoenas erythropterus,Polynesian Ground-dove,bumbar795
Alopecoenas rubescens,Marquesas Ground-dove,bumbar796
Alopecoenas beccarii,Western Bronze Ground-dove,bumbar797
Alopecoenas johannae,Eastern Bronze Ground-dove,bumbar798
Alopecoenas canifrons,Palau Ground-dove,bumbar799
Alopecoenas sanctaecrucis,Santa Cruz Ground-dove,bumbar800
Alopecoenas stairi,Shy Ground-dove,bumbar801
†Alopecoenas ferrugineus,Tanna Ground-dove,bumbar802
†Alopecoenas salamonis,Thick-billed Ground-dove,bumbar803
Leucosarcia melanoleuca,Wonga Pigeon,bumbar804
Petrophassa rufipennis,Chestnut-quilled Rock-pigeon,bumbar805
Petrophassa albipennis,White-quilled Rock-pigeon,bumbar806
Geophaps plumifera,Spinifex Pigeon,bumbar807
Geophaps ferruginea,Rufous-bellied Spinifex Pigeon,bumbar808
Geophaps scripta,Squatter Pigeon,bumbar809
Geophaps smithii,Partridge Pigeon,bumbar810
Phaps chalcoptera,Common Bronzewing,bumbar811
Phaps elegans,Brush Bronzewing,bumbar812
Phaps histrionica,Flock Bronzewing,bumbar813
Ocyphaps lophotes,Crested Pigeon,bumbar814
Geopelia cuneata,Diamond Dove,bumbar815
Geopelia striata,Zebra Dove,bumbar816
Geopelia placida,Peaceful Dove,bumbar817
Geopelia maugeus,Barred Dove,bumbar818
Geopelia humeralis,Bar-shouldered Dove,bumbar819
Trugon terestris,Thick-billed Ground-pigeon,bumbar820
Otidiphaps aruensis,White-naped Pheasant-pigeon,bumbar821
Otidiphaps nobilis,Green-naped Pheasant-pigeon Pigeon,bumbar822
Otidiphaps cervicalis,Grey-naped Pheasant-pigeon Pigeon,bumbar823
Otidiphaps insularis,Black-naped Pheasant-pigeon Pigeon,bumbar824
†Microgoura meeki,Choiseul Pigeon,bumbar825
Goura cristata,Western Crowned-pigeon,bumbar826
Goura sclaterii,Slater's Crowned-pigeon,bumbar827
Goura scheepmakeri,Scheepmaker's Crowned-pigeon,bumbar828
Goura victoria,Victoria Crowned-pigeon,bumbar829
Caloenas nicobarica,Nicobar Pigeon,bumbar830
†Caloenas maculata,Liverpool Pigeon,bumbar831
†Raphus cucullatus,Dodo,bumbar832
†Pezophaps solitaria,Rodriguez Solitaire,bumbar833
Didunculus strigirostris,Tooth-billed Pigeon,bumbar834
Chalcophaps indica,Grey-capped Emerald Dove,bumbar835
Chalcophaps longirostris,Brown-capped Emerald Dove,bumbar836
Chalcophaps stephani,Stephan's Dove,bumbar837
Turtur chalcospilos,Emerald-spotted Wood-dove,bumbar838
Turtur abyssinicus,Black-billed Wood-dove,bumbar839
Turtur afer,Blue-spotted Wood-dove,bumbar840
Turtur tympanistria,Tambourine Dove,bumbar841
Turtur brehmeri,Blue-headed Wood-dove,bumbar842
Oena capensis,Namaqua Dove,bumbar843
Phapitreron leucotis,White-eared Brown-dove,bumbar844
Phapitreron nigorum,Buff-eared Brown-dove,bumbar845
Phapitreron brevirostris,Short-billed Brown-dove,bumbar846
Phapitreron amethystinus,Amethyst Brown-dove,bumbar847
Phapitreron maculipectus,Grey-breasted Brown-dove,bumbar848
Phapitreron frontalis,Cebu Brown-dove,bumbar849
Phapitreron brunneiceps,Dark-eared Brown-dove,bumbar850
Phapitreron cinereiceps,Tawitawi Brown-dove,bumbar851
Treron fulvicollis,Cinnamon-headed Green-pigeon,bumbar852
Treron olax,Little Green-pigeon,bumbar853
Treron vernans,Pink-necked Green-pigeon,bumbar854
Treron bicinctus,Orange-breasted Green-pigeon,bumbar855
Treron phayrei,Ashy-headed Green-pigeon,bumbar856
Treron affinis,Grey-fronted Green-pigeon,bumbar857
Treron pompadora,Sri Lanka Green-pigeon,bumbar858
Treron chloropterus,Andaman Green-pigeon,bumbar859
Treron axilliaris,Philippine Green-pigeon,bumbar860
Treron aromaticus,Buru Green-pigeon,bumbar861
Treron curvirostra,Thick-billed Green-pigeon,bumbar862
Treron griseicauda,Grey-cheeked Green-pigeon,bumbar863
Treron teysmannii,Sumba Green-pigeon,bumbar864
Treron floris,Flores Green-pigeon,bumbar865
Treron psittaceus,Timor Green-pigeon,bumbar866
Treron capellei,Large Green-pigeon,bumbar867
Treron phoenicopterus,Yellow-footed Green-pigeon,bumbar868
Treron waalia,Bruce's Green-pigeon,bumbar869
Treron griveaudi,Comoro Green-pigeon,bumbar870
Treron australis,Madagascar Green-pigeon,bumbar871
Treron calvus,African Green-pigeon,bumbar872
Treron delalandii,Grey-breasted Green-pigeon,bumbar873
Treron pembaensis,Pemba Green-pigeon,bumbar874
Treron sanctithomae,Sao Tome Green-pigeon,bumbar875
Treron apicauda,Pin-tailed Green-pigeon,bumbar876
Treron oxyurus,Sumatran Green-pigeon,bumbar877
Treron seimundi,Yellow-vented Green-pigeon,bumbar878
Treron sphenurus,Wedge-tailed Green-pigeon,bumbar879
Treron sieboldii,White-bellied Green-pigeon,bumbar880
Treron permagnus,Ryukyu Green-pigeon,bumbar881
Treron formosae,Taiwan Green-pigeon,bumbar882
Ducula poliocephala,Pink-bellied Imperial-pigeon,bumbar883
Ducula forsteni,White-bellied Imperial-pigeon,bumbar884
Ducula mindorensis,Mindoro Imperial-pigeon,bumbar885
Ducula radiata,Grey-headed Imperial-pigeon,bumbar886
Ducula carola,Spotted Imperial-pigeon,bumbar887
Ducula aenea,Green Imperial-pigeon,bumbar888
Ducula oenothorax,Enggano Imperial-pigeon,bumbar889
Ducula perspicillata,Spectacled Imperial-pigeon,bumbar890
Ducula neglecta,Seram Imperial-pigeon,bumbar891
Ducula concinna,Blue-tailed Imperial-pigeon,bumbar892
Ducula pacifica,Pacific Imperial-pigeon,bumbar893
Ducula oceanica,Micronesian Imperial-pigeon,bumbar894
Ducula aurorae,Polynesian Imperial-pigeon,bumbar895
Ducula galeata,Nukuhiva Imperial-pigeon,bumbar896
Ducula rubricera,Red-knobbed Imperial-pigeon,bumbar897
Ducula myristicivora,Spice Imperial-pigeon,bumbar898
Ducula geelvinkiana,Geelvink Imperial-pigeon,bumbar899
Ducula rufigaster,Purple-tailed Imperial-pigeon,bumbar900
Ducula basilica,Cinnamon-bellied Imperial-pigeon,bumbar901
Ducula obiensis,Rusty Imperial-pigeon,bumbar902
Ducula finschii,Finsch's Imperial-pigeon,bumbar903
Ducula chalconota,Shining Imperial-pigeon,bumbar904
Ducula pistrinaria,Island Imperial-pigeon,bumbar905
Ducula rosacea,Pink-headed Imperial-pigeon,bumbar906
Ducula whartoni,Christmas Imperial-pigeon,bumbar907
Ducula pickeringii,Grey Imperial-pigeon,bumbar908
Ducula latrans,Barking Imperial-pigeon,bumbar909
Ducula brenchleyi,Chestnut-bellied Imperial-pigeon,bumbar910
Ducula bakeri,Vanuatu Imperial-pigeon,bumbar911
Ducula goliath,New Caledonian Imperial-pigeon,bumbar912
Ducula pinon,Pinon's Imperial-pigeon,bumbar913
Ducula salvadori,Louisiade Imperial-pigeon,bumbar914
Ducula melanochroa,Bismarck Imperial-pigeon,bumbar915
Ducula mullerii,Collared Imperial-pigeon,bumbar916
Ducula zoeae,Zoe's Imperial-pigeon,bumbar917
Ducula cuprea,Nilgiri Imperial-pigeon,bumbar918
Ducula badia,Mountain Imperial-pigeon,bumbar919
Ducula lacernulata,Dark-backed Imperial-pigeon,bumbar920
Ducula cineracea,Timor Imperial-pigeon,bumbar921
Ducula bicolor,Pied Imperial-pigeon,bumbar922
Ducula spilorrhoa,Torresian Imperial-pigeon,bumbar923
Ducula luctuosa,White Imperial-pigeon,bumbar924
Megaloprepria magnifica,Wompoo Fruit-dove,bumbar925
Megaloprepria formosa,Scarlet-breasted Fruit-dove,bumbar926
Ramphiculus merrilli,Cream-bellied Fruit-dove,bumbar927
Ramphiculus marchei,Flame-breasted Fruit-dove,bumbar928
Ramphiculus leclancheri,Black-chinned Fruit-dove,bumbar929
Ramphiculus jambu,Jambu Fruit-dove,bumbar930
Ramphiculus epius,Maroon-chinned Fruit-dove,bumbar931
Ramphiculus subgularis,Banggai Fruit-dove,bumbar932
Ramphiculus mangoliensis,Sula Fruit-dove,bumbar933
Ramphiculus fischeri,Red-eared Fruit-dove,bumbar934
Ramphiculus meridionalis,Lompobattang Fruit-dove,bumbar935
Ramphiculus occipitalis,Yellow-breasted Fruit-dove,bumbar936
†Alectroenas nitidissimus,Mauritius Blue-pigeon,bumbar937
†Alectroenas payandeei,Rodrigues Blue-pigeon,bumbar938
Alectroenas madagascariensis,Madagascar Blue-pigeon,bumbar939
